True_Regime,Pattern,F_T,F_S,F_I,True_P,Est_P
R1,Trend+MultiSeason,0.9997360826089177,0.9825172576450145,0.6516732400699731,24,24
R2,Pure_MultiSeason,0.835662395259148,0.987099668443791,0.8881729488799248,24,24
R3,Stationary_WN,0.09350647701847759,0.32675112174653576,0.2306399946084422,None,16
R4,PureTrend_RandomWalk,0.9997644312526087,0.7836503884374509,0.9110937429063807,None,24
R1,Trend+MultiSeason,0.9998975504973092,0.9986855085596733,0.9526804556142594,36,36
R2,Pure_MultiSeason,0.9126874447990039,0.9916101831353515,0.9312603277866994,36,36
R3,Stationary_WN,0.34202351172507084,0.1784722983393754,0.37306373824682126,None,3
R4,PureTrend_Exponential,0.994056200544968,0.3516519846059043,0.31279458650962977,None,24
R1,Trend+MultiSeason,0.9986703847403869,0.9847988901505129,0.9145337361449473,12,12
R2,Pure_MultiSeason,0.13643636075653065,0.9853622398781617,0.3791880697742911,12,24
R3,Stationary_WN,0.4872311464781738,0.19605975544759857,0.2160135378382767,None,2
R4,PureTrend_Break,0.9999567522090133,0.9998275176836977,0.0,None,250
R1,Trend+MultiSeason,0.9962541742182491,0.9971043069737384,0.8406210914836018,48,50
R2,Pure_MultiSeason,0.7679978491532973,0.9971594648319697,0.8923114980629501,48,50
R3,Stationary_WN,0.41613096364773317,0.3374824245909894,0.32228844057960115,None,3
R4,PureTrend_RandomWalk,0.8298207851203635,0.3315850730126312,0.0,None,250
R1,Trend+MultiSeason,0.9995862743052502,0.9897855499980904,0.6552230363308731,48,100
R2,Pure_MultiSeason,0.8970309422522488,0.9929213006313661,0.9184639379045545,48,50
R3,Stationary_AR,0.0,0.5975117854584098,0.0,None,250
R4,PureTrend_Exponential,0.9937662787714456,0.3589205388542266,0.27734636757793196,None,24
R1,Trend+MultiSeason,0.9997574094819021,0.9962770942677601,0.8164414403803384,12,12
R2,Pure_MultiSeason,0.9815293920781604,0.9996051769198703,0.9797908414754036,12,12
R3,Stationary_WN,0.1674381559589423,0.34870391638724807,0.22037603502987513,None,7
R4,PureTrend_Break,0.9998387638480669,0.9993449071946331,0.016735050949989283,None,250
R1,Trend+MultiSeason,0.9995468681142323,0.9980268958110935,0.8999152292068258,36,36
R2,Pure_MultiSeason,0.8802471041606136,0.9986624379589201,0.9084923085130546,36,36
R3,Stationary_AR,0.20013565607261807,0.5127016718525956,0.6440966315655233,None,45
R4,PureTrend_RandomWalk,0.8527796541345879,0.0,0.0,None,250
R1,Trend+MultiSeason,0.9996515789193307,0.9966641315114907,0.8747172697929163,48,50
R2,Pure_MultiSeason,0.6095015029098019,0.9894035231791042,0.8131768355288927,48,50
R3,Stationary_AR,0.04449623945771719,0.515445099414757,0.5616778693477055,None,71
R4,PureTrend_Break,0.9990221349724678,0.995645896084834,0.0,None,250
R1,Trend+MultiSeason,0.9996031218839451,0.9796998480675181,0.7560215381335369,48,50
R2,Pure_MultiSeason,0.6958160652204969,0.9773028050634573,0.8037881332758894,48,50
R3,Stationary_WN,0.30129787449142764,0.29846935232865024,0.2882630352837655,None,4
R4,PureTrend_RandomWalk,0.9996334477605933,0.7509960226110286,0.9267877691848319,None,24
R1,Trend+MultiSeason,0.9996150209810345,0.9947236926440634,0.8176475153109055,12,12
R2,Pure_MultiSeason,0.9255397816640792,0.9966244754960063,0.9225277376363408,12,12
R3,Stationary_AR,0.03745760591721481,0.6787643827225438,0.6465198423295692,None,100
R4,PureTrend_Exponential,0.9996606554932123,0.33774891998155265,0.3553374925514905,None,24
R1,Trend+MultiSeason,0.9999098471328675,0.9989323521093132,0.9693607088314875,12,12
R2,Pure_MultiSeason,0.9570473116417176,0.9966904427923181,0.9532611175053372,12,12
R3,Stationary_AR,0.20527406509611346,0.5687482347917671,0.6054478025390855,None,29
R4,PureTrend_Break,0.999868258773317,0.9994669521018069,0.0,None,250
R1,Trend+MultiSeason,0.9985741802033272,0.9763037321599107,0.6038422250088189,24,24
R2,Pure_MultiSeason,0.7345056611416341,0.9955010675961443,0.8203530860677262,24,24
R3,Stationary_WN,0.411828641173989,0.2326619630608221,0.2740773973021168,None,3
R4,PureTrend_Break,0.999830797138344,0.9993000371522415,0.0,None,250
R1,Trend+MultiSeason,0.9998977424007304,0.9933448795933092,0.9629851511890639,48,50
R2,Pure_MultiSeason,0.49388367812043477,0.9928267463163983,0.865016833855206,48,50
R3,Stationary_WN,0.4910378781442084,0.13303634135346531,0.21434952931063567,None,2
R4,PureTrend_RandomWalk,0.99959948499273,0.49300636858271196,0.8479897184762473,None,24
R1,Trend+MultiSeason,0.9999119283295766,0.9991043134198188,0.7563293930478023,36,36
R2,Pure_MultiSeason,0.97590848054354,0.9991597963190272,0.9801575724263031,36,36
R3,Stationary_WN,0.2772181349029842,0.3725306418810769,0.32026140141965054,None,5
R4,PureTrend_RandomWalk,0.7764918403912469,0.0,0.0,None,250
R1,Trend+MultiSeason,0.9996763546290149,0.9971692111098988,0.8753737995884925,36,36
R2,Pure_MultiSeason,0.9343351265136001,0.9978772787601201,0.9466824076159451,36,36
R3,Stationary_WN,0.25223282814551584,0.32291736857738185,0.33191038838762765,None,6
R4,PureTrend_Exponential,0.9996446186395613,0.32700594727648546,0.3133599015415629,None,24
R1,Trend+MultiSeason,0.9998129727119403,0.9977561027620305,0.8874376103403624,24,24
R2,Pure_MultiSeason,0.8262896012306803,0.994510192796664,0.877087901647473,24,24
R3,Stationary_AR,0.0806868534628743,0.5935344293766089,0.5704100106180661,None,100
R4,PureTrend_Break,0.9999865948211477,0.9999463470742506,0.0,None,250
R1,Trend+MultiSeason,0.999085655549177,0.9956970048473686,0.9357902997843551,48,50
R2,Pure_MultiSeason,0.9641353264139607,0.9986290801167524,0.9746140307704746,48,50
R3,Stationary_WN,0.46661644881831155,0.14693486449742,0.2850104820480839,None,2
R4,PureTrend_Exponential,0.9968000444516157,0.40082164978334056,0.37079663679416497,None,24
R1,Trend+MultiSeason,0.9998381088411402,0.9979030236244065,0.9513836753574136,24,24
R2,Pure_MultiSeason,0.9062969335567421,0.9773720362293691,0.9288056715945052,24,24
R3,Stationary_AR,0.1764860167288007,0.4035346134836594,0.5010279957097301,None,26
R4,PureTrend_RandomWalk,0.9915025518385823,0.5865701522484543,0.8198384137192775,None,24
R1,Trend+MultiSeason,0.9999247536598793,0.9994164483411716,0.9720608645889126,36,36
R2,Pure_MultiSeason,0.8222776641249447,0.99616781879162,0.8667393423014536,36,36
R3,Stationary_AR,0.2384455827355758,0.5805361495554477,0.6262531320717748,None,62
R4,PureTrend_Break,0.9998511019649967,0.9994131741813459,0.02787428542849013,None,250
R1,Trend+MultiSeason,0.9994909160423936,0.997112716493701,0.7045647728685819,12,12
R2,Pure_MultiSeason,0.9846285099024821,0.9992378390990468,0.9831484210170693,12,12
R3,Stationary_WN,0.3034296813253191,0.3241851198814254,0.3503082029900687,None,4
R4,PureTrend_RandomWalk,0.9997095691689079,0.6677578440727724,0.851842927362667,None,24
R1,Trend+MultiSeason,0.9993759969739596,0.9967175331170113,0.6865909386366482,12,12
R2,Pure_MultiSeason,0.901073538635047,0.998249864485711,0.8942438183963352,12,12
R3,Stationary_AR,0.1896403239882366,0.575002044851068,0.6093372275330021,None,45
R4,PureTrend_Exponential,0.9946771582097621,0.43256018431954646,0.24508935891802341,None,24
R1,Trend+MultiSeason,0.9988875788805149,0.9928046911576349,0.8646786959704437,48,50
R2,Pure_MultiSeason,0.9029396712801205,0.9982368379652434,0.9408640502080419,48,50
R3,Stationary_AR,0.33630020472289146,0.5399724219859257,0.7308222741505379,None,45
R4,PureTrend_Exponential,0.9984623749285936,0.3595698255524672,0.33820464546138485,None,24
R1,Trend+MultiSeason,0.9988692604470691,0.9970150146052672,0.8845068821479168,36,36
R2,Pure_MultiSeason,0.8847859635453496,0.996235877382411,0.9104188915178332,36,36
R3,Stationary_AR,0.39783208706787077,0.6543061799037924,0.7285870814639912,None,28
R4,PureTrend_RandomWalk,0.9991370660796853,0.7396872238216801,0.9136669912488796,None,24
R1,Trend+MultiSeason,0.9994584699618615,0.9899898120603294,0.7545571401602245,24,24
R2,Pure_MultiSeason,0.9567225832614302,0.9978792852109589,0.9664562025908692,24,24
R3,Stationary_WN,0.09212741879307562,0.36873569349166346,0.4296176830124738,None,14
R4,PureTrend_RandomWalk,0.9857311353509606,0.7981156076347742,0.49645163787812807,None,250
R1,Trend+MultiSeason,0.9995683749289934,0.9971371837081474,0.8343311611615577,12,12
R2,Pure_MultiSeason,0.8821807112690812,0.9926915072220835,0.883086833742954,12,12
R3,Stationary_WN,0.4462041661881134,0.28662475414683086,0.406109987737291,None,3
R4,PureTrend_Break,0.9998096045443504,0.9992063268433529,0.0,None,250
R1,Trend+MultiSeason,0.9995224910371439,0.9979082058173415,0.9428521285716414,24,24
R2,Pure_MultiSeason,0.8659670330801463,0.9833730463917578,0.9015541641456667,24,24
R3,Stationary_AR,0.41022314186540254,0.43155977843273297,0.5547480222543355,None,11
R4,PureTrend_RandomWalk,0.9996692145746191,0.7199204767960619,0.8736718792935229,None,24
R1,Trend+MultiSeason,0.9980335148994937,0.9950489322933076,0.8092717902903711,12,12
R2,Pure_MultiSeason,0.9171492142687373,0.9910498176505256,0.9181701586300546,12,12
R3,Stationary_WN,0.4929455836972919,0.1556534100707656,0.23917530909224116,None,2
R4,PureTrend_Exponential,0.9996359021136553,0.34440591049696556,0.3308155817001839,None,24
R1,Trend+MultiSeason,0.9998397551199498,0.9971746089022355,0.7794227581510211,24,24
R2,Pure_MultiSeason,0.9745342455311299,0.9983858072271012,0.9797384812800636,24,24
R3,Stationary_WN,0.25581878819972814,0.2904007744737862,0.22462264337901972,None,6
R4,PureTrend_Break,0.9999075033275587,0.9996278973025989,0.19209628578697568,None,250
R1,Trend+MultiSeason,0.9998755689658237,0.9987737408015661,0.8657439429265599,36,36
R2,Pure_MultiSeason,0.9481122767490181,0.9955048804774074,0.9579536342269251,36,36
R3,Stationary_AR,0.009633941758107611,0.6728211470382619,0.5702410880358681,None,125
R4,PureTrend_Exponential,0.9917704848793911,0.4296234922129082,0.32743713259199114,None,24
R1,Trend+MultiSeason,0.9997555610957276,0.9962113530988265,0.8095671325881145,12,12
R2,Pure_MultiSeason,0.9892073435504583,0.9990529144050315,0.9880473328436877,12,12
R3,Stationary_WN,0.39986458845934525,0.2966026777032531,0.36718247399633064,None,4
R4,PureTrend_Break,0.9998030671980561,0.9992397719677513,0.0,None,250
R1,Trend+MultiSeason,0.9998136145184181,0.9982890441216011,0.9382238779381599,48,50
R2,Pure_MultiSeason,0.4762857859199182,0.9775546886133083,0.7242853257030295,48,50
R3,Stationary_WN,0.5212256505744551,0.15016862541561515,0.2442809222591492,None,2
R4,PureTrend_RandomWalk,0.9705398393521443,0.8929581906913888,0.0,None,250
R1,Trend+MultiSeason,0.9999041098346264,0.9979800565079915,0.8494588696053185,36,36
R2,Pure_MultiSeason,0.9231843030369461,0.9990964625152935,0.9373487532709647,36,36
R3,Stationary_AR,0.05893095432819673,0.49171611882649546,0.5852457064016416,None,62
R4,PureTrend_Exponential,0.9983548205643696,0.3068944921839244,0.37392041325692227,None,24
R1,Trend+MultiSeason,0.9997299006729481,0.9969000206508912,0.6493512254569191,24,24
R2,Pure_MultiSeason,0.8161284683371341,0.9966785253190236,0.8683865502721144,24,24
R3,Stationary_AR,0.11160583534315882,0.6143780168073674,0.5373258724948375,None,100
R4,PureTrend_Exponential,0.99949613463156,0.3278618299885758,0.3200246505249722,None,24
R1,Trend+MultiSeason,0.9987599914024448,0.9947089128624448,0.7838815728337998,36,36
R2,Pure_MultiSeason,0.944945036427911,0.997663488149091,0.9554460765059193,36,36
R3,Stationary_AR,0.2866605488666589,0.5352404656567262,0.6055702774955425,None,36
R4,PureTrend_Exponential,0.9980863281447029,0.37948972424488037,0.32100971435980286,None,24
R1,Trend+MultiSeason,0.999847754619296,0.9930682897459806,0.40722639856506404,12,24
R2,Pure_MultiSeason,0.9149346672682175,0.9945841495753608,0.9130209691628997,12,12
R3,Stationary_WN,0.07400722552112315,0.38416475545434725,0.3427061527156936,None,22
R4,PureTrend_RandomWalk,0.987208688708202,0.6607864879207073,0.0,None,250
R1,Trend+MultiSeason,0.9997158701575477,0.9943111573562137,0.9214075890231589,48,50
R2,Pure_MultiSeason,0.7920118732731753,0.9864263116591867,0.8632075952674263,48,50
R3,Stationary_WN,0.3033477830822142,0.4167446662489548,0.2919992162199726,None,5
R4,PureTrend_RandomWalk,0.99844259245253,0.6729602943265103,0.8247308728388036,None,24
R1,Trend+MultiSeason,0.9991233913619458,0.9983022364205101,0.7853040536837883,12,12
R2,Pure_MultiSeason,0.9619054016494336,0.9974178152404238,0.9567214659438924,12,12
R3,Stationary_WN,0.016717278716063655,0.4223302832603034,0.3995193457923275,None,42
R4,PureTrend_Exponential,0.9978678445107803,0.34846250626155384,0.2542094609424759,None,24
R1,Trend+MultiSeason,0.9987297247452925,0.9967161599185654,0.9153880377396042,12,12
R2,Pure_MultiSeason,0.9606764672473704,0.9971125007985815,0.9578282218920863,12,12
R3,Stationary_AR,0.05362270075412001,0.30256877368801083,0.0,None,167
R4,PureTrend_Break,0.9999461537022434,0.999787515762141,0.10572766398469546,None,250
R1,Trend+MultiSeason,0.9996223137865469,0.9772036883107267,0.9121120943397334,24,24
R2,Pure_MultiSeason,0.7347387157562026,0.9709165362939691,0.8117564813561742,24,24
R3,Stationary_WN,0.20716831143907333,0.3430355690389174,0.3447709222826919,None,7
R4,PureTrend_Break,0.9999653941455839,0.9998607979692207,0.02906924277873768,None,250
R1,Trend+MultiSeason,0.9997702122738545,0.9978085613005669,0.965148351578132,48,50
R2,Pure_MultiSeason,0.9449240765291884,0.9982513895951614,0.9606190703283506,48,50
R3,Stationary_AR,0.1035814210038345,0.7182246592851769,0.7050082473389572,None,100
R4,PureTrend_Break,0.9996018290870025,0.9983010480012643,0.0,None,250
R1,Trend+MultiSeason,0.9998074883206959,0.9984835055349729,0.9097592121097606,12,12
R2,Pure_MultiSeason,0.9147530104945512,0.9961312740851055,0.9110216312838477,12,12
R3,Stationary_AR,0.1554476949289303,0.39451875577718043,0.5524418581214294,None,33
R4,PureTrend_Break,0.9999614936384565,0.9998452197092483,0.1907822528464591,None,250
R1,Trend+MultiSeason,0.9993009539087113,0.9964825155230376,0.926909442291621,36,36
R2,Pure_MultiSeason,0.9733207086103712,0.9989707346093915,0.9780225044660814,36,36
R3,Stationary_WN,0.043906622866842215,0.4158966628926435,0.3680877423331641,None,26
R4,PureTrend_Exponential,0.9995202843405384,0.3435220502916789,0.36227616412488317,None,24
R1,Trend+MultiSeason,0.9998836606108018,0.9986700178698089,0.9418066794036106,24,24
R2,Pure_MultiSeason,0.9833465429346814,0.9991033233723391,0.9871087164905185,24,24
R3,Stationary_AR,0.04104768085770438,0.6499439281667698,0.6739041910651147,None,83
R4,PureTrend_Break,0.9999591686109665,0.9998364590976108,0.1486822171553086,None,250
R1,Trend+MultiSeason,0.9998492353082759,0.9964798086928938,0.9525076599895501,36,36
R2,Pure_MultiSeason,0.7214436061535121,0.9974473058483179,0.7986003475308681,36,36
R3,Stationary_AR,0.2765260735476479,0.7663977095615161,0.6352695255306533,None,125
R4,PureTrend_Break,0.9975632988206121,0.9918546004526629,0.0,None,250
R1,Trend+MultiSeason,0.9993595937377052,0.9887700007160358,0.8594674437801545,48,50
R2,Pure_MultiSeason,0.8470123844154,0.9917972578483963,0.8938155521024934,48,50
R3,Stationary_AR,0.07330723749166435,0.4080673860353151,0.47164083724476413,None,33
R4,PureTrend_Break,0.9999911257862618,0.9999645889364067,0.15519323901258553,None,250
R1,Trend+MultiSeason,0.9983445493706276,0.9975811333878866,0.7848070264961036,48,50
R2,Pure_MultiSeason,0.9249024967459899,0.9957847781644497,0.9420827554046891,48,50
R3,Stationary_WN,0.14763017094074982,0.3378921695603869,0.22313711537148617,None,15
R4,PureTrend_Break,0.998713857122553,0.9946797261103393,0.0,None,250
R1,Trend+MultiSeason,0.998445888661915,0.9879741518043256,0.9333425342976054,36,36
R2,Pure_MultiSeason,0.9722990159668147,0.9945680033580813,0.9763952698344743,36,36
R3,Stationary_AR,0.2972645528596414,0.548701835976668,0.6707469628380316,None,21
R4,PureTrend_Break,0.9998996452048686,0.999594320511228,0.0,None,250
R1,Trend+MultiSeason,0.9974586912978567,0.9954060889752016,0.5630210154313194,12,12
R2,Pure_MultiSeason,0.7182921896400376,0.9959570280092422,0.754807450935729,12,12
R3,Stationary_AR,0.12095140728784837,0.7628094072624696,0.7436828438853608,None,83
R4,PureTrend_Exponential,0.9976925656630726,0.36530579006372976,0.3170650240885736,None,24
R1,Trend+MultiSeason,0.9998404997818767,0.9993641310658931,0.9709793047085585,24,24
R2,Pure_MultiSeason,0.9008952348824271,0.9930756997417891,0.9248749782546709,24,24
R3,Stationary_AR,0.3560543577888484,0.5134834938038051,0.594359648927973,None,11
R4,PureTrend_Exponential,0.9960155678608901,0.3886730047479622,0.34259548075784674,None,24
R1,Trend+MultiSeason,0.9997557662230238,0.996490650813046,0.9346350346596982,48,50
R2,Pure_MultiSeason,0.5810536979682103,0.9899616089477636,0.826535970566276,48,50
R3,Stationary_AR,0.3390561009946569,0.35597993530212546,0.3641967021518233,None,8
R4,PureTrend_RandomWalk,0.9965567547756027,0.6312283418321631,0.8666935798652569,None,24
R1,Trend+MultiSeason,0.9998812610334138,0.9966582217329243,0.9419682596754722,12,12
R2,Pure_MultiSeason,0.9300473612520979,0.9981953420589326,0.9258349196276354,12,12
R3,Stationary_AR,0.4950143982871845,0.4427694387092065,0.6329402425858316,None,13
R4,PureTrend_Break,0.9999737940502436,0.9998960509613952,0.0,None,250
R1,Trend+MultiSeason,0.9996051272746277,0.9932237573558433,0.828529642245819,36,36
R2,Pure_MultiSeason,0.916213804599745,0.9868334808907889,0.9334454460260682,36,36
R3,Stationary_WN,0.2780493136816473,0.3500319207931075,0.30939976408659364,None,5
R4,PureTrend_Break,0.9997675713118739,0.999048787062932,0.0,None,250
R1,Trend+MultiSeason,0.999927200030422,0.9990882245752587,0.9433350600701708,36,36
R2,Pure_MultiSeason,0.828468098383166,0.998844339427785,0.8691305102038216,36,36
R3,Stationary_WN,0.28620932709112545,0.2480739114506555,0.18015022466281383,None,5
R4,PureTrend_Break,0.9955935247321013,0.9853416898904432,0.0,None,250
R1,Trend+MultiSeason,0.998074437303724,0.9888733676234565,0.8523759471334106,48,50
R2,Pure_MultiSeason,0.9230981805584733,0.9967678369575704,0.9429923835530386,48,50
R3,Stationary_WN,0.22707840653389,0.3418245113355646,0.3022270050657516,None,6
R4,PureTrend_Break,0.9992516417757898,0.9970813638588752,0.0,None,250
R1,Trend+MultiSeason,0.9994830236030527,0.9957463402008367,0.8493808753483424,12,12
R2,Pure_MultiSeason,0.9679906621110844,0.9981694846302213,0.9652289259583137,12,12
R3,Stationary_AR,0.2825255246483095,0.5649346443666833,0.6950606800891692,None,22
R4,PureTrend_RandomWalk,0.9993879436218209,0.5274770286137886,0.8084259785333312,None,24
R1,Trend+MultiSeason,0.9996510671777071,0.9922348213336301,0.9354169025656032,48,50
R2,Pure_MultiSeason,0.9177072576671083,0.9966287345521138,0.9388797736664825,48,50
R3,Stationary_AR,0.05284698670143184,0.5685206472948796,0.5590269202096,None,50
R4,PureTrend_RandomWalk,0.9996563057517472,0.6008856909726149,0.8864735353058301,None,24
R1,Trend+MultiSeason,0.9996379457004771,0.9990036192918393,0.8734260860771983,24,24
R2,Pure_MultiSeason,0.7934744066593951,0.9979080639144662,0.8576443574672482,24,24
R3,Stationary_AR,0.1937734850616919,0.4071694411646394,0.4781019047468503,None,23
R4,PureTrend_RandomWalk,0.9997072999018305,0.48071059923336723,0.859686076381908,None,24
R1,Trend+MultiSeason,0.9998604484214946,0.995822024529864,0.9385025871641018,12,12
R2,Pure_MultiSeason,0.827603196053429,0.9988972663202411,0.8393396344955022,12,12
R3,Stationary_WN,0.49117669945122777,0.30091525216368975,0.3518342388969492,None,3
R4,PureTrend_Break,0.9998575596148682,0.9994394769916537,0.0,None,250
R1,Trend+MultiSeason,0.999816316313166,0.9987504083455677,0.7243984134553089,12,12
R2,Pure_MultiSeason,0.9271351357019011,0.9956602892967577,0.9208803220037489,12,12
R3,Stationary_WN,0.012291015368106506,0.48831382214212116,0.32440295972672584,None,56
R4,PureTrend_Exponential,0.97135865112146,0.41156169056387615,0.3843570956836533,None,24
R1,Trend+MultiSeason,0.9997377258017763,0.9900535296818016,0.7527739513905888,48,50
R2,Pure_MultiSeason,0.8717016467635622,0.9972479498443114,0.9270380513764096,48,50
R3,Stationary_WN,0.0,0.47874483861955763,0.403045139136332,None,125
R4,PureTrend_Exponential,0.992636377087938,0.37837531059766594,0.3749101281453222,None,24
R1,Trend+MultiSeason,0.999762514410066,0.9930316792336061,0.9208168123236358,12,12
R2,Pure_MultiSeason,0.8999087927674357,0.9969705695255316,0.894525888315319,12,12
R3,Stationary_AR,0.24661604561712636,0.5397410642068854,0.681699804903839,None,23
R4,PureTrend_Break,0.9998402915701354,0.9993364154016899,0.0,None,250
R1,Trend+MultiSeason,0.9991917491816944,0.9989627982341439,0.9629154235995427,24,24
R2,Pure_MultiSeason,0.9190137021638431,0.9905036159949512,0.9387282974553532,24,24
R3,Stationary_WN,0.5021989362420103,0.1388891126671209,0.22614592534254918,None,2
R4,PureTrend_Exponential,0.9966321072784176,0.35312086947342214,0.41555808983057274,None,24
R1,Trend+MultiSeason,0.997775575237921,0.9965227207022359,0.926818350543045,48,50
R2,Pure_MultiSeason,0.7916256004453179,0.9929058157011197,0.8743014145466819,48,50
R3,Stationary_WN,0.43353024396741935,0.2718565311383133,0.3000827401739774,None,3
R4,PureTrend_Exponential,0.98212400914102,0.36558650912338353,0.26046446957607483,None,24
R1,Trend+MultiSeason,0.9997926767328562,0.9953343793610461,0.9626665266227341,36,36
R2,Pure_MultiSeason,0.9535498156217376,0.998900959996966,0.9612235016671998,36,36
R3,Stationary_AR,0.21633099169261805,0.3765767252449763,0.5596333665711515,None,19
R4,PureTrend_Exponential,0.9916484922195147,0.30241319719526905,0.3655876083569266,None,24
R1,Trend+MultiSeason,0.9964228107834563,0.9869979263494684,0.7383895435507373,48,50
R2,Pure_MultiSeason,0.96871938185837,0.9981021600965784,0.9758866249772635,48,50
R3,Stationary_WN,0.42271758149294536,0.19690982125324585,0.367067051816225,None,3
R4,PureTrend_Break,0.9999285723044916,0.999717468613688,0.0,None,250
R1,Trend+MultiSeason,0.9997424743714207,0.9961746200628937,0.9144000140350045,48,50
R2,Pure_MultiSeason,0.8884628664417068,0.9893537219870343,0.9231193765205494,48,50
R3,Stationary_WN,0.42191889930127346,0.2337528127073355,0.3203092846372033,None,3
R4,PureTrend_Exponential,0.9996587932862703,0.3995729819422952,0.2676677866408481,None,24
R1,Trend+MultiSeason,0.9996853145178695,0.9978518993277065,0.9546305460488672,12,12
R2,Pure_MultiSeason,0.9664773875698759,0.9957457822435042,0.9646341509646246,12,12
R3,Stationary_WN,0.16236296124931282,0.3612194239602453,0.21290068793146433,None,10
R4,PureTrend_RandomWalk,0.9998071262976875,0.6607447983744534,0.8431116109733883,None,24
R1,Trend+MultiSeason,0.9997792101063205,0.9984160591061162,0.7791477899999245,36,36
R2,Pure_MultiSeason,0.9431479244646905,0.9972720579739427,0.9540446284353433,36,36
R3,Stationary_AR,0.11507431176915506,0.7515470685784241,0.0,None,250
R4,PureTrend_Break,0.9996347413409201,0.9984706816254163,0.0,None,250
R1,Trend+MultiSeason,0.9993987179016741,0.9979902155473299,0.8567968126576218,24,24
R2,Pure_MultiSeason,0.8631864008835403,0.9953016824018481,0.9067577957579437,24,24
R3,Stationary_WN,0.4700557063508729,0.19759698726488006,0.20165093031039139,None,2
R4,PureTrend_Exponential,0.9982556958645612,0.4409161660550084,0.39092905551978996,None,24
R1,Trend+MultiSeason,0.99813576622906,0.9889524948208193,0.9064347909438468,24,24
R2,Pure_MultiSeason,0.8953155307745868,0.9791607818102775,0.920684529704411,24,24
R3,Stationary_WN,0.05727668387407858,0.3728230081822618,0.3758948946009337,None,15
R4,PureTrend_Exponential,0.9988509383227572,0.33679296730203245,0.2814577217572598,None,24
R1,Trend+MultiSeason,0.999359903968354,0.9996067279887184,0.9389875959704976,36,36
R2,Pure_MultiSeason,0.9297891660879802,0.992820971621537,0.9367326226770263,36,36
R3,Stationary_WN,0.5386674135472997,0.18409443149579074,0.1873212468155122,None,2
R4,PureTrend_Break,0.9999491053780684,0.9997974641970525,0.04368573676587861,None,250
R1,Trend+MultiSeason,0.9995886621451082,0.9934064429099035,0.9341905761738806,36,36
R2,Pure_MultiSeason,0.9386369661910116,0.9940201540296753,0.949566252750131,36,36
R3,Stationary_AR,0.1510335688942972,0.5449778899266056,0.63061951405841,None,62
R4,PureTrend_Exponential,0.9994584350694745,0.3896739870355497,0.35333203366430777,None,24
R1,Trend+MultiSeason,0.9997643136480886,0.9927753776315041,0.9076856210121611,24,24
R2,Pure_MultiSeason,0.9006269066662054,0.9962006744141036,0.923555719422729,24,24
R3,Stationary_AR,0.3852759735789949,0.5283341356553873,0.627950224057211,None,25
R4,PureTrend_RandomWalk,0.9997271752150942,0.7097856532524015,0.8656895590182913,None,24
R1,Trend+MultiSeason,0.9994924442294744,0.993545530656841,0.8341953646336197,48,50
R2,Pure_MultiSeason,0.5697437215010837,0.996946651504168,0.8336589683944351,48,50
R3,Stationary_WN,0.4612663286852736,0.192777397012602,0.3696521346861207,None,3
R4,PureTrend_RandomWalk,0.9997539730258035,0.7311260576616675,0.8904742844989211,None,24
R1,Trend+MultiSeason,0.999748121899683,0.992219387512216,0.936476203775507,48,50
