True_Regime,Pattern,F_T,F_S,F_I,True_P,Est_P,rand_p1,rand_p2,length,slope,curve,amp1,amp2,noise_std,phi,break_point,drift
R4,Trending_ExponentialGrowth,0.9952316279558566,0.3230859170254219,0.34327421881644005,None,24,,,500,,,0.0,0.0,1.2623605872785357,,,
R1,Composite,0.9997207965708066,0.996644919225471,0.906271879854649,36,36,36.0,72.0,500,-0.2548407009173508,2.1138894617990758e-05,14.401051782257504,4.659105590510125,0.9441440970219589,,,
R2,Seasonal,0.7135970404758053,0.9869899220295492,,36,36,36.0,72.0,500,0.0,0.0,28.945723417238447,6.316266582868391,0.6105198027712455,,,
R3,Stationary_AR,0.08586685541226069,0.2616952465058936,,None,38,,,500,0.0,0.0,0.0,0.0,5.0,0.4604177061843484,,
R4,Trending_MeanShift,0.9969404652640138,0.9891157609278293,0.0,None,250,,,500,,,0.0,0.0,0.5259206680263668,,250.0,
R1,Composite,0.9997765941503418,0.9960248162647125,0.9366782600336118,48,50,48.0,96.0,500,0.2947686537536407,3.8241594951442274e-05,15.66245836101003,6.266213236870042,1.0293102505542797,,,
R2,Seasonal,0.6122924511652257,0.9801598560158353,,48,50,48.0,96.0,500,0.0,0.0,25.15521324769339,5.603440331162888,0.5743564622146555,,,
R3,Stationary_WN,0.2020372054209203,0.27450928513030615,,None,4,,,500,0.0,0.0,0.0,0.0,8.74673668266728,,,
R4,Trending_RandomWalkDrift,0.9992773865312162,0.6193320758464562,0.8673678367085423,None,24,,,500,,,0.0,0.0,1.4363709320628884,,,-0.31485569779690303
R1,Composite,0.9998286223396988,0.9937822209170571,0.9301993308680299,48,50,48.0,96.0,500,0.21794217076591252,3.691167754975631e-05,8.321778632854505,3.833995569246854,0.721757658812771,,,
R2,Seasonal,0.5568290674455021,0.9762650470275516,,48,50,48.0,96.0,500,0.0,0.0,19.76565063413496,4.417894001829989,0.7461187148369557,,,
R3,Stationary_WN,0.1422369262479315,0.15961310741051404,,None,4,,,500,0.0,0.0,0.0,0.0,5.077036554201034,,,
R4,Trending_RandomWalkDrift,0.9989294017819139,0.7373213024687316,0.9116126346375101,None,24,,,500,,,0.0,0.0,1.0940602991778237,,,0.25909688123078556
R1,Composite,0.9991025054884611,0.9817273924203965,0.6068826637462503,36,36,36.0,72.0,500,-0.24536189861379976,-1.5639563948529643e-05,11.471197568335175,2.2152690588656228,1.4763113167066644,,,
R2,Seasonal,0.7120622881438247,0.9147777338105008,,36,36,36.0,72.0,500,0.0,0.0,20.269754416690713,11.605565790482103,1.2200124324163222,,,
R3,Stationary_AR,0.2995881454249194,0.24648383508330796,,None,9,,,500,0.0,0.0,0.0,0.0,5.0,0.46263993737402914,,
R4,Trending_MeanShift,0.9996676790401022,0.9986331616731169,0.0,None,250,,,500,,,0.0,0.0,1.1176818302048521,,250.0,
R1,Composite,0.9998605830847059,0.9982515683705389,0.9107374024070867,36,36,36.0,72.0,500,0.335738143792232,-3.9370556114496776e-05,18.08368017226519,4.557040915937463,0.8457173163502297,,,
R2,Seasonal,0.652888432580603,0.9722318024601153,,36,36,36.0,72.0,500,0.0,0.0,25.117229353319924,6.921627516443232,1.4731855352719516,,,
R3,Stationary_WN,0.018117426647516366,0.26541925488221185,,None,45,,,500,0.0,0.0,0.0,0.0,10.746149841044417,,,
R4,Trending_RandomWalkDrift,0.9997026984667775,0.6658756096488434,0.848232678105514,None,24,,,500,,,0.0,0.0,1.3834132957047034,,,-0.41563254187993426
R1,Composite,0.9998554221510678,0.9934477646955417,0.9648198586987333,48,50,48.0,96.0,500,0.33501758141402677,-3.603569241361333e-05,9.929849584256946,7.245639034712846,0.9821299962690228,,,
R2,Seasonal,0.6711371479213766,0.8516553811682244,,48,50,48.0,96.0,500,0.0,0.0,12.939719838078831,9.427252452146124,1.1565949121994743,,,
R3,Stationary_AR,0.15808351707800927,0.2127839008706569,,None,10,,,500,0.0,0.0,0.0,0.0,5.0,0.4028140617958727,,
R4,Trending_MeanShift,0.9999614942566097,0.9998454305785879,0.09624578838036224,None,250,,,500,,,0.0,0.0,1.3617194786995017,,250.0,
R1,Composite,0.9998024857317818,0.999002657103909,0.9583402450394067,36,36,36.0,72.0,500,0.2418683784892146,-2.9722341028292348e-05,20.58159370927075,5.8824200554598,0.7013726818468613,,,
R2,Seasonal,0.6970065733258792,0.8548138623506306,,36,36,36.0,72.0,500,0.0,0.0,15.309442411533853,11.460695547167738,1.7112140073591826,,,
R3,Stationary_WN,0.18006779342704193,0.2675023132412614,,None,4,,,500,0.0,0.0,0.0,0.0,12.20120405807855,,,
R4,Trending_RandomWalkDrift,0.9994374298224533,0.9901719573520389,0.9788253410394372,None,125,,,500,,,0.0,0.0,0.7395043217904136,,,0.1149837043911902
R1,Composite,0.9988160742543588,0.9946718947758908,0.9191878161300344,12,12,12.0,24.0,500,-0.17136121331862475,2.1996534828525618e-05,15.64576123203132,7.657537714055108,1.1828493914626943,,,
R2,Seasonal,0.7202385981399348,0.961832941339957,,12,12,12.0,24.0,500,0.0,0.0,21.61873304752624,7.927361740144282,1.3212939164917707,,,
R3,Stationary_WN,0.1619557960342286,0.06645517896145303,,None,2,,,500,0.0,0.0,0.0,0.0,5.61636786982265,,,
R4,Trending_RandomWalkDrift,0.39911028076388333,0.8499099138245386,,None,250,,,500,,,0.0,0.0,1.1470504119217368,,,-0.11872524372987665
R1,Composite,0.9997576986022354,0.9990717799773553,0.9392036312623347,24,24,24.0,48.0,500,0.21261248998167362,3.7164849160150594e-05,23.98764076616203,5.260505903279736,0.7640119403323257,,,
R2,Seasonal,0.6983284516013195,0.9600722335070503,,24,24,24.0,48.0,500,0.0,0.0,23.081408558236472,8.631729988781318,1.1041544946345856,,,
R3,Stationary_WN,0.2451280230947266,0.1839975907404272,,None,3,,,500,0.0,0.0,0.0,0.0,9.566213122688174,,,
R4,Trending_RandomWalkDrift,0.9945906104198015,0.9549003673650749,0.8290190524303859,None,250,,,500,,,0.0,0.0,0.5852635609342428,,,-0.1350119016633217
R1,Composite,0.9958077628141419,0.9951971690149145,0.5435288079729701,12,12,12.0,24.0,500,-0.10959064062492216,-1.2324303046433311e-05,22.329862285393617,2.0702275421743073,1.4744129855056511,,,
R2,Seasonal,0.7190847037546497,0.9677156732263061,,12,12,12.0,24.0,500,0.0,0.0,17.60879946285761,5.820667833383441,1.0788536915024298,,,
R3,Stationary_WN,0.13406404575726838,0.1042830759925839,,None,3,,,500,0.0,0.0,0.0,0.0,14.020864937359896,,,
R4,Trending_RandomWalkDrift,0.9609208801188701,0.9048857150136852,0.3355094882716134,None,250,,,500,,,0.0,0.0,1.0363223406808255,,,0.2462988156805011
R1,Composite,0.9997948683929366,0.9928439318389113,0.9266111899338473,24,24,24.0,48.0,500,0.29482527626008104,3.80346072096107e-05,10.593979422892604,5.823549721838136,1.030256448656325,,,
R2,Seasonal,0.5101512434946736,0.9782685974218734,,24,24,24.0,48.0,500,0.0,0.0,23.480628179776378,4.448281461437874,1.9616208660083483,,,
R3,Stationary_WN,0.01566230983946848,0.3085650125620891,,None,38,,,500,0.0,0.0,0.0,0.0,5.090940243935491,,,
R4,Trending_ExponentialGrowth,0.9994711608788419,0.36747944221176465,0.3643411823214503,None,24,,,500,,,0.0,0.0,1.2326005976213952,,,
R1,Composite,0.9997909143690856,0.9967409469135727,0.9674562375426394,24,24,24.0,48.0,500,-0.2264792312807687,-4.5882012527419015e-05,12.520771069495488,7.406611885249662,0.8575264286240801,,,
R2,Seasonal,0.7028868583499172,0.9559747015670711,,24,24,24.0,48.0,500,0.0,0.0,15.974052280561946,6.363855394474614,0.6077550278036695,,,
R3,Stationary_WN,0.07649094373950027,0.16364125595743462,,None,6,,,500,0.0,0.0,0.0,0.0,11.745960419605089,,,
R4,Trending_RandomWalkDrift,0.999824421765076,0.7203251501090708,0.92188722009465,None,24,,,500,,,0.0,0.0,0.8371430370759294,,,-0.42523918451829557
R1,Composite,0.9995944925523363,0.9933230447620327,0.8202759998508498,36,36,36.0,72.0,500,0.3141366626000086,4.376838659197025e-05,16.772738197673604,5.206515476351887,1.355670745260209,,,
R2,Seasonal,0.6838000018362766,0.9633208733150816,,36,36,36.0,72.0,500,0.0,0.0,29.79935953555583,10.210501921398773,1.8298322113285,,,
R3,Stationary_AR,0.07740758653936441,0.3577536408022878,,None,45,,,500,0.0,0.0,0.0,0.0,5.0,0.524318043461048,,
R4,Trending_RandomWalkDrift,0.9971217055819263,0.8847794438834411,0.4488558279727799,None,167,,,500,,,0.0,0.0,1.2243524945630502,,,-0.4688231093120614
R1,Composite,0.9997228575878373,0.9975898143515431,0.9191964221108886,24,24,24.0,48.0,500,0.3161819492471123,1.4354366568978337e-05,22.103228300793464,6.709192798612683,1.0690708495448784,,,
R2,Seasonal,0.6749509540482044,0.9374294339730115,,24,24,24.0,48.0,500,0.0,0.0,16.404047814140498,7.234239838359964,1.3910520469795424,,,
R3,Stationary_AR,0.027629941434732075,0.26522906489482334,,None,71,,,500,0.0,0.0,0.0,0.0,5.0,0.562177534408987,,
R4,Trending_RandomWalkDrift,0.9995757576858642,0.6883034667072245,0.9020175771700718,None,24,,,500,,,0.0,0.0,1.1303403915680525,,,0.2998265273107088
R1,Composite,0.9997416244585723,0.9953913147732389,0.8982856894816933,24,24,24.0,48.0,500,-0.27888660269993115,-4.1896248617872105e-05,14.165781865489215,5.316998036088883,1.0136866330874055,,,
R2,Seasonal,0.6546443760359668,0.9026586018702905,,24,24,24.0,48.0,500,0.0,0.0,14.433056405542963,7.828975991090186,1.8704946103103348,,,
R3,Stationary_AR,0.05148544957409096,0.25600663623011644,,None,62,,,500,0.0,0.0,0.0,0.0,5.0,0.5769061131346118,,
R4,Trending_ExponentialGrowth,0.9997025416347971,0.44741791518381724,0.3362840855332586,None,24,,,500,,,0.0,0.0,0.8820604731380632,,,
R1,Composite,0.9998999251177977,0.9987670041143787,0.7808948979802832,24,24,24.0,48.0,500,0.39491011519050556,-3.3828001665575076e-05,21.976209726497068,2.5474657358854187,0.8075627872082747,,,
R2,Seasonal,0.7043378064495269,0.7715844841188315,,24,24,24.0,48.0,500,0.0,0.0,10.773816338175369,10.802520084041902,1.0660320232963814,,,
R3,Stationary_AR,0.21631569759999547,0.1822587578642002,,None,7,,,500,0.0,0.0,0.0,0.0,5.0,0.4288419242323385,,
R4,Trending_RandomWalkDrift,0.9993849514159889,0.6364098834754035,0.8917245621402412,None,24,,,500,,,0.0,0.0,1.1652915544878324,,,0.3593769373765193
R1,Composite,0.999910479316051,0.9964109410951403,0.9152676881554721,48,50,48.0,96.0,500,0.3898957981413185,2.7605204051870057e-05,13.629660020746737,4.033519889341539,0.8723529098792636,,,
R2,Seasonal,0.5087730362908731,0.9834593165012968,,48,50,48.0,96.0,500,0.0,0.0,28.61285528173372,4.966229146022186,0.6917121438034532,,,
R3,Stationary_WN,0.12160842390085369,0.17894435977211498,,None,6,,,500,0.0,0.0,0.0,0.0,12.26263938848852,,,
R4,Trending_MeanShift,0.9974633040490025,0.9893967640659751,0.0,None,250,,,500,,,0.0,0.0,1.0881131390534495,,250.0,
R1,Composite,0.9981918725759138,0.9905340166810009,0.9274285182383727,36,36,36.0,72.0,500,-0.127035074121441,1.7028193462183092e-05,10.643486009321649,7.1883365327779165,1.1091855571653493,,,
R2,Seasonal,0.6431517124052047,0.9887405440618626,,36,36,36.0,72.0,500,0.0,0.0,27.988761914971064,4.799871467365542,1.1625614673501188,,,
R3,Stationary_WN,0.02255404489878543,0.2087937862363477,,None,15,,,500,0.0,0.0,0.0,0.0,8.084883527306829,,,
R4,Trending_RandomWalkDrift,0.9171824214675495,0.0,0.0,None,250,,,500,,,0.0,0.0,1.4851933998409501,,,-0.388067182019066
R1,Composite,0.9996943212485389,0.9895327039163334,0.9194276738097679,36,36,36.0,72.0,500,0.23028236153953274,3.510206048389721e-05,8.457288522154995,5.414662215705957,0.8905949590612597,,,
R2,Seasonal,0.7126689948904998,0.8608397534218878,,36,36,36.0,72.0,500,0.0,0.0,13.814743216399876,10.521558819675201,0.9051319797925403,,,
R3,Stationary_AR,0.10249963030071507,0.32633963239450203,,None,50,,,500,0.0,0.0,0.0,0.0,5.0,0.5649391290165944,,
R4,Trending_RandomWalkDrift,0.9997068893512373,0.7923315262137264,0.8453410292799226,None,24,,,500,,,0.0,0.0,0.6689546738738861,,,0.46492196345394576
R1,Composite,0.9998390088585337,0.9957093858893331,0.7963083517009246,48,100,48.0,96.0,500,-0.299991015320297,-2.8078431097462447e-05,9.423496039568818,7.993564655220029,0.8419633097411321,,,
R2,Seasonal,0.5614436257722157,0.8605457114597982,,48,50,48.0,96.0,500,0.0,0.0,12.538091530789405,7.322911301588695,1.7811587126806523,,,
R3,Stationary_WN,0.0681224494648216,0.2684747009500147,,None,14,,,500,0.0,0.0,0.0,0.0,14.585626285665445,,,
R4,Trending_ExponentialGrowth,0.9947558769208074,0.33337004595233244,0.29322693370200403,None,24,,,500,,,0.0,0.0,1.0861246221569183,,,
R1,Composite,0.9991288149171412,0.9952943491565073,0.6247356062956861,24,24,24.0,48.0,500,-0.21544085524355217,2.9116459126385514e-05,17.479590673489614,2.061886704913812,1.272807463812413,,,
R2,Seasonal,0.7058997467992986,0.935520357964147,,24,24,24.0,48.0,500,0.0,0.0,17.749033944216873,8.696451219176254,0.6530504222885509,,,
R3,Stationary_AR,0.2017242323773294,0.2789482837905577,,None,26,,,500,0.0,0.0,0.0,0.0,5.0,0.6829167859724203,,
R4,Trending_RandomWalkDrift,0.9107645835956614,0.0,0.0,None,250,,,500,,,0.0,0.0,0.900543038533661,,,0.3438614669202814
R1,Composite,0.9976996099054457,0.9945135788595997,0.8776872694969367,48,50,48.0,96.0,500,-0.18247806269690536,4.727929661900951e-05,22.110880264898668,3.8209599386492146,1.1159637001857021,,,
R2,Seasonal,0.5508322493148641,0.9055493946431834,,48,50,48.0,96.0,500,0.0,0.0,13.100406290680127,5.826825979334964,1.7498794308620667,,,
