True_Regime,Pattern,F_T,F_S,F_I,True_P,Est_P
R3,Stationary_AR,0.39711807246905906,0.5414120721430409,0.6930035049577106,None,25
R4,PureTrend_RandomWalk,0.9962363547199741,0.7175589884147238,0.8698077437831788,None,24
R1,Trend+MultiSeason,0.9998954049437973,0.9992729144479071,0.9140537014674615,12,12
R2,Pure_MultiSeason,0.02846775706506066,0.9899130148318298,0.2988833106851374,12,24
R3,Stationary_AR,0.004117199156819518,0.5507298824491017,0.5186958788936615,None,100
R4,PureTrend_Break,0.9998981613309486,0.9996006838696472,0.0,None,250
R1,Trend+MultiSeason,0.9983886788537568,0.9959846335468983,0.9208947282102105,36,36
R2,Pure_MultiSeason,0.9609688059030371,0.9970439954996821,0.9679033817500338,36,36
R3,Stationary_AR,0.1076523127158675,0.45579323202181565,0.54805437258858,None,28
R4,PureTrend_Break,0.999945533810369,0.9997826808933633,0.0,None,250
R1,Trend+MultiSeason,0.9992595390053675,0.9819407654712528,0.8612163329781259,36,36
R2,Pure_MultiSeason,0.9825746531539189,0.9995939845972186,0.9853650519430378,36,36
R3,Stationary_WN,0.4073759232598647,0.22316149865354507,0.3083795985586163,None,3
R4,PureTrend_RandomWalk,0.997040654364311,0.8554248588375726,0.0,None,250
R1,Trend+MultiSeason,0.9994231267974538,0.9893537841578328,0.874872743805361,24,24
R2,Pure_MultiSeason,0.9572923312373253,0.997912799151439,0.9670398771508198,24,24
R3,Stationary_AR,0.16952495320181804,0.4974922587426087,0.5877033357095646,None,31
R4,PureTrend_Break,0.9992835803262398,0.9972076456976161,0.0,None,250
R1,Trend+MultiSeason,0.9995470236108145,0.9920021486989316,0.9358408262842541,24,24
R2,Pure_MultiSeason,0.9154069673083827,0.9958682070362255,0.9352846696313829,24,24
R3,Stationary_WN,0.0521335405696749,0.32186776861229127,0.28419494056582273,None,21
R4,PureTrend_Exponential,0.9996759652450948,0.32717675619127706,0.35355933188034283,None,24
R1,Trend+MultiSeason,0.9996335783786049,0.9916045146491914,0.5241853064206997,24,24
R2,Pure_MultiSeason,0.9353986948289595,0.9993056835810071,0.949793240335755,24,24
R3,Stationary_WN,0.2713794400607241,0.39626234922110226,0.30571613775335127,None,5
R4,PureTrend_Exponential,0.998693144429248,0.3876054510519028,0.2917572881859196,None,24
R1,Trend+MultiSeason,0.999826424063588,0.9995349497992727,0.9174683193000006,24,24
R2,Pure_MultiSeason,0.6689267736238926,0.9940705377121114,0.7828283352786126,24,24
R3,Stationary_WN,0.4332468864140864,0.15586337497881686,0.37900060499743804,None,3
R4,PureTrend_Exponential,0.9687091457840328,0.3240669965943709,0.36807186390925317,None,24
R1,Trend+MultiSeason,0.9997814957102434,0.9969307163320809,0.9248856261826971,48,50
R2,Pure_MultiSeason,0.5256391068263617,0.9922711365739169,0.7789048554492548,48,50
R3,Stationary_AR,0.3308150844254155,0.45525015007498904,0.573307100855897,None,21
R4,PureTrend_RandomWalk,0.9871131306141844,0.7084800055832661,0.32991702608751927,None,250
R1,Trend+MultiSeason,0.9996899061946874,0.999050137295684,0.9527884108054454,24,24
R2,Pure_MultiSeason,0.9763081726196006,0.9974984603957322,0.9818915528110997,24,24
R3,Stationary_WN,0.3838519923341691,0.1867006468643927,0.2686171848009452,None,3
R4,PureTrend_Exponential,0.9996941231975272,0.4138340301075131,0.360025901139269,None,24
R1,Trend+MultiSeason,0.9997425507521303,0.9968121698702453,0.9421474923696881,12,12
R2,Pure_MultiSeason,0.9830726547237733,0.9994145449974614,0.9812101095450662,12,12
R3,Stationary_AR,0.1722421416784975,0.3878864359581621,0.5385556265410967,None,19
R4,PureTrend_Exponential,0.9991947832797538,0.37799713186527106,0.3266417213067616,None,24
R1,Trend+MultiSeason,0.9998838909548668,0.9966227228729118,0.6517075112267782,12,12
R2,Pure_MultiSeason,0.899393528811312,0.9957528336811249,0.9010398054321117,12,12
R3,Stationary_AR,0.4524541528055367,0.4446467819162253,0.571794024404818,None,15
R4,PureTrend_Break,0.9998459435062028,0.9993792154755631,0.0,None,250
R1,Trend+MultiSeason,0.9998130045575062,0.9910573359417835,0.9267286571956286,12,12
R2,Pure_MultiSeason,0.911573571876854,0.9980005138973911,0.9118676523205591,12,12
R3,Stationary_WN,0.21000948447350765,0.29869132935025633,0.2547036190499484,None,7
R4,PureTrend_Exponential,0.9936103713309281,0.35422272598778326,0.37025656070792856,None,24
R1,Trend+MultiSeason,0.9998471980461657,0.9988545728347703,0.967153193391563,36,36
R2,Pure_MultiSeason,0.8258171294642144,0.9916720224876613,0.8746933987423746,36,36
R3,Stationary_AR,0.03995680903808918,0.8224497681656112,0.8169419853165371,None,125
R4,PureTrend_RandomWalk,0.6388364658113419,0.696719971342914,0.0,None,250
R1,Trend+MultiSeason,0.9999484178564066,0.9992651608351979,0.9748414781375747,12,12
R2,Pure_MultiSeason,0.9768867674566634,0.9993775038477979,0.9751507576878002,12,12
R3,Stationary_WN,0.05753245052964806,0.3703383630279824,0.37841968371906287,None,36
R4,PureTrend_Exponential,0.9997361460952441,0.3794624833440331,0.4471867574952011,None,24
R1,Trend+MultiSeason,0.9996989635709242,0.9952002103701498,0.9227895855990581,36,36
R2,Pure_MultiSeason,0.9469816982327136,0.9905722543908452,0.9563728278857221,36,36
R3,Stationary_AR,0.07485663838221535,0.4100430522284614,0.4909681540471694,None,45
R4,PureTrend_Break,0.9998092962214354,0.999238620777838,0.0,None,250
R1,Trend+MultiSeason,0.9997145728803277,0.9978856712505403,0.9531165210173049,24,24
R2,Pure_MultiSeason,0.9503975568504409,0.9969296855626352,0.962043680172848,24,24
R3,Stationary_AR,0.07963110036257892,0.7213976353224274,0.7169629158125146,None,100
R4,PureTrend_Break,0.9999800773884848,0.9999203684536742,0.0,None,250
R1,Trend+MultiSeason,0.9983813308745906,0.9950652092264826,0.9331534099506584,12,12
R2,Pure_MultiSeason,0.7595674250266179,0.9936310771385386,0.7886140804980166,12,12
R3,Stationary_AR,0.44912596751100087,0.5158242387938021,0.6311448584848126,None,45
R4,PureTrend_Break,0.9998655810221777,0.9994581834575944,0.0,None,250
R1,Trend+MultiSeason,0.9969904306774219,0.9923046827975817,0.8837160996270995,48,50
R2,Pure_MultiSeason,0.9523508033487095,0.9992327269403993,0.969025082559531,48,50
R3,Stationary_WN,0.4843018795920121,0.17445533510674893,0.24314980620125426,None,2
R4,PureTrend_Exponential,0.9962461915873031,0.44259687341964904,0.4400733606375189,None,24
R1,Trend+MultiSeason,0.9996782285675009,0.9926894336109827,0.829198147778214,48,50
R2,Pure_MultiSeason,0.8845370714018016,0.9907680399882544,0.912934858355049,48,50
R3,Stationary_WN,0.428093360112764,0.21432867192415728,0.40300827921113314,None,3
R4,PureTrend_Break,0.9998841277105576,0.9995272113210697,0.06417601531865214,None,250
R1,Trend+MultiSeason,0.9977993617216024,0.9959667888984519,0.7619888094772662,48,50
R2,Pure_MultiSeason,0.8744376535251388,0.9863926597689369,0.9101750389910411,48,50
R3,Stationary_AR,0.059916450691205325,0.6754487578826218,0.6308029705409749,None,125
R4,PureTrend_Break,0.995250001563073,0.9840654289504267,0.0,None,250
R1,Trend+MultiSeason,0.997775374569695,0.9928439201870726,0.8105222349730133,48,50
R2,Pure_MultiSeason,0.8914228082486332,0.987867426498812,0.9152025525017435,48,50
R3,Stationary_WN,0.4876220279463118,0.1499089678812897,0.2573951749324458,None,2
R4,PureTrend_RandomWalk,0.9997350317142006,0.727736950141983,0.8791804613470497,None,24
R1,Trend+MultiSeason,0.9992074209803188,0.9880002112883007,0.6621542742229577,12,12
R2,Pure_MultiSeason,0.9193871573386363,0.9967896124712778,0.9158274361212133,12,12
R3,Stationary_AR,0.30956858451754776,0.737484796622544,0.7571550755024,None,71
R4,PureTrend_RandomWalk,0.9890878809962362,0.44790051226749483,0.8237044802447528,None,24
R1,Trend+MultiSeason,0.9995794278983592,0.993356744366339,0.7271658663661693,36,36
R2,Pure_MultiSeason,0.9747218675868555,0.9991426191463731,0.9790011191903467,36,36
R3,Stationary_WN,0.5655588035373551,0.17521854180989238,0.23498503918424785,None,2
R4,PureTrend_Break,0.9999209957018683,0.9996877316225251,0.0,None,250
R1,Trend+MultiSeason,0.9989778062385282,0.9957542845443355,0.5657969085841779,12,12
R2,Pure_MultiSeason,0.8795540225854828,0.9861512664736175,0.8792361026363116,12,12
R3,Stationary_AR,0.08986265433035912,0.5714075407928936,0.596066748062932,None,50
R4,PureTrend_Exponential,0.9925571937234117,0.35847516482688024,0.3845492038192734,None,24
R1,Trend+MultiSeason,0.9998984205274328,0.9934534371204342,0.8248366102134129,12,12
R2,Pure_MultiSeason,0.933033664523085,0.9975103237705958,0.9299229966194533,12,12
R3,Stationary_AR,0.33890567105438063,0.5314898654719205,0.5211426391174536,None,22
R4,PureTrend_Break,0.9999390903478959,0.9997553008499385,0.011402064802146006,None,250
R1,Trend+MultiSeason,0.9971511745520977,0.9879077573692501,0.6934575101256533,36,36
R2,Pure_MultiSeason,0.8852993335344003,0.9850778416569863,0.9128588845698808,36,36
R3,Stationary_AR,0.21908658952086224,0.6083300563540331,0.6858492863335504,None,29
R4,PureTrend_Break,0.9998830995619351,0.9995383772618129,0.18469385243495895,None,250
R1,Trend+MultiSeason,0.9998779840045632,0.9968168744294879,0.9212371477142596,36,36
R2,Pure_MultiSeason,0.8757395978163546,0.9847077824710933,0.902759218782474,36,36
R3,Stationary_WN,0.40808230596559114,0.23398283893283323,0.2701460997044678,None,4
R4,PureTrend_Break,0.9984307972436332,0.9932097204309747,0.0,None,250
R1,Trend+MultiSeason,0.9998932708502708,0.9979215663262231,0.9700815007057607,24,24
R2,Pure_MultiSeason,0.8367959339621968,0.981480981172798,0.8837709035704896,24,24
R3,Stationary_WN,0.22862021725895765,0.3202860843299987,0.20719359692052242,None,5
R4,PureTrend_Exponential,0.9972013647268423,0.4164823231032566,0.41081787659758695,None,24
R1,Trend+MultiSeason,0.999940923853037,0.9981331093641157,0.8064547928578644,12,12
R2,Pure_MultiSeason,0.9680041223868582,0.9994756994702519,0.9653807358213837,12,12
R3,Stationary_WN,0.4164497888022256,0.2210799333706429,0.3683506450698878,None,3
R4,PureTrend_Break,0.9999800351130611,0.9999201927923173,0.11074901663917847,None,250
R1,Trend+MultiSeason,0.998937511111549,0.9931717036792096,0.8416719672176944,12,12
R2,Pure_MultiSeason,0.915735726913871,0.9886012195179715,0.9128243195281142,12,12
R3,Stationary_AR,0.11239402373738783,0.4972248444886538,0.5939201560580145,None,100
R4,PureTrend_Break,0.9992896939676007,0.9970487289245168,0.0,None,250
R1,Trend+MultiSeason,0.9998723615684699,0.9954548468365774,0.9076327465708457,48,50
R2,Pure_MultiSeason,0.9578010811497635,0.9946023218792267,0.9661512960920168,48,50
R3,Stationary_WN,0.24190510176160673,0.41043153966753254,0.3440341694860799,None,7
R4,PureTrend_Exponential,0.9908452800136175,0.4594669564665246,0.43126855259505736,None,24
R1,Trend+MultiSeason,0.9997902271951195,0.9859529309622042,0.8540680882799415,24,24
R2,Pure_MultiSeason,0.8672356756383761,0.9990783126030265,0.8994775066514524,24,24
R3,Stationary_AR,0.053602177709999976,0.6356787425205708,0.5894010318583522,None,100
R4,PureTrend_RandomWalk,0.9991346862312179,0.6765139460151739,0.867723178943212,None,24
R1,Trend+MultiSeason,0.9995028366788652,0.9942920663368564,0.811167684720754,36,36
R2,Pure_MultiSeason,0.9715611542962481,0.9981867364164327,0.9765587561408021,36,36
R3,Stationary_AR,0.09203368984674853,0.6341152518250175,0.5419921740928457,None,125
R4,PureTrend_Exponential,0.9935482287188317,0.3221112734588111,0.29277184557332525,None,24
R1,Trend+MultiSeason,0.9952763712681902,0.995835047397055,0.8454815426486609,36,36
R2,Pure_MultiSeason,0.9164246066940583,0.9970373418578324,0.9337424372148766,36,36
R3,Stationary_AR,0.06601786141668942,0.4454664805844374,0.4835813693483084,None,50
R4,PureTrend_RandomWalk,0.9885900910338964,0.7160404155878339,0.03061620765048423,None,167
R1,Trend+MultiSeason,0.999938960131733,0.9957676350808168,0.8912278588015565,48,50
R2,Pure_MultiSeason,0.9583209581643174,0.998109735474751,0.9699863527880354,48,50
R3,Stationary_WN,0.5119859816671397,0.16837732645119785,0.28489706375921786,None,2
R4,PureTrend_RandomWalk,0.996617812682302,0.8187351578115261,0.3452814436168751,None,250
R1,Trend+MultiSeason,0.9998667734189747,0.9980795335255408,0.9623217555111032,48,50
R2,Pure_MultiSeason,0.8180383935258562,0.9911658890921335,0.8708322094658132,48,50
R3,Stationary_WN,0.4839781847875173,0.1337737447431524,0.25128489053512937,None,2
R4,PureTrend_Exponential,0.9995292786929384,0.45089649006970745,0.37712719703305275,None,24
R1,Trend+MultiSeason,0.9999148699065947,0.9951988101326174,0.9667249542536271,36,36
R2,Pure_MultiSeason,0.9638136875870305,0.9955482714192563,0.9700465307912327,36,36
R3,Stationary_AR,0.04472607650900995,0.4641861307124311,0.42741590054257306,None,42
R4,PureTrend_Exponential,0.9886448903568094,0.2846388621733513,0.3645022976093939,None,24
R1,Trend+MultiSeason,0.9998002090343755,0.9982535774484766,0.6374925415663257,36,36
R2,Pure_MultiSeason,0.9560201469871387,0.9984716306309628,0.9627329814169822,36,36
R3,Stationary_WN,0.24582542897680082,0.3425282649177598,0.31212110858726083,None,5
R4,PureTrend_RandomWalk,0.9986139525338226,0.9661679199973772,0.936556017722283,None,100
R1,Trend+MultiSeason,0.9997771315760171,0.9971869517777157,0.8493603951232489,12,12
R2,Pure_MultiSeason,0.897028821572973,0.9964754383700726,0.8937334326302531,12,12
R3,Stationary_WN,0.3473441377798585,0.21919383864296393,0.25843734285376196,None,5
R4,PureTrend_RandomWalk,0.2788392406915108,0.017499554091679914,0.0,None,167
R1,Trend+MultiSeason,0.9998656313448322,0.9963934206618402,0.9579430891516825,36,36
R2,Pure_MultiSeason,0.7259540845767393,0.9937225620001834,0.8066924765292707,36,36
R3,Stationary_AR,0.3146686293752855,0.5422339417899004,0.5959616483729435,None,29
R4,PureTrend_Exponential,0.9978809204809976,0.4131164680322097,0.4160120529019118,None,24
R1,Trend+MultiSeason,0.999955132408775,0.9988429024237595,0.948119950451183,24,24
R2,Pure_MultiSeason,0.9763795205974023,0.9979313874411436,0.9815212356057935,24,24
R3,Stationary_AR,0.3822240625082082,0.6464460976536919,0.6895360470224439,None,25
R4,PureTrend_Break,0.9997960671601677,0.9991801155677208,0.1327406127343277,None,250
R1,Trend+MultiSeason,0.9999279955644852,0.9987636789207114,0.8507300462427257,36,36
R2,Pure_MultiSeason,0.9430442283951226,0.9955322938211025,0.9503278114659355,36,36
R3,Stationary_WN,0.44332591638653074,0.22758510896727735,0.379778501894791,None,3
R4,PureTrend_RandomWalk,0.0,0.0,0.0,None,167
R1,Trend+MultiSeason,0.9998997310621549,0.9987942325858064,0.9415658708402522,36,36
R2,Pure_MultiSeason,0.9581185000063417,0.9965634489571825,0.9645654522308503,36,36
R3,Stationary_WN,0.28036635479360017,0.3169027072331888,0.2925363469331843,None,5
R4,PureTrend_RandomWalk,0.9793654642711634,0.9312205011842888,0.0,None,250
R1,Trend+MultiSeason,0.9996177901148012,0.9806027128940206,0.8320530481480679,12,12
R2,Pure_MultiSeason,0.984363140774037,0.9989012375012384,0.9825879806577031,12,12
R3,Stationary_AR,0.32934997059317594,0.5112448101557315,0.5981824983182479,None,21
R4,PureTrend_RandomWalk,0.9997933243611528,0.7419355332966013,0.9402992136959023,None,24
R1,Trend+MultiSeason,0.9993212329583809,0.9970405970240857,0.8979508185554183,12,12
R2,Pure_MultiSeason,0.9755585634312812,0.998381412353056,0.9740366543470887,12,12
R3,Stationary_AR,0.2734942639600325,0.5533885692356354,0.5923307909128553,None,25
R4,PureTrend_Break,0.9986560736848488,0.9944344676384876,0.0,None,250
R1,Trend+MultiSeason,0.9978169457876256,0.9946544103201991,0.6803829388867475,36,36
R2,Pure_MultiSeason,0.6838806823763404,0.9951067593460488,0.7700475346550112,36,36
R3,Stationary_AR,0.19115938533614607,0.5484757714521339,0.6916201729958111,None,33
R4,PureTrend_Break,0.9999561371589462,0.9998261029377044,0.0,None,250
R1,Trend+MultiSeason,0.9986889046486479,0.9964113557332402,0.7469406820002447,36,36
R2,Pure_MultiSeason,0.9109614483284922,0.9978527416030107,0.9319186561542468,36,36
R3,Stationary_AR,0.357055716919481,0.4922756993131676,0.6040572724759394,None,17
R4,PureTrend_Break,0.9985900488665352,0.993904152018822,0.0,None,250
R1,Trend+MultiSeason,0.9998522827313583,0.9975940883923149,0.9529768918918258,24,24
R2,Pure_MultiSeason,0.9404832541595165,0.9954193082707792,0.9545458030058787,24,24
R3,Stationary_AR,0.43445151147021643,0.3862277537330746,0.5668854322948836,None,16
R4,PureTrend_Break,0.9999608771825549,0.9998419243535628,0.0,None,250
R1,Trend+MultiSeason,0.9973898380775772,0.9953084033314619,0.7502858059243848,48,50
R2,Pure_MultiSeason,0.9439888205761726,0.9984849224688206,0.9615698486106686,48,50
R3,Stationary_AR,0.1595043070563884,0.40984621904962004,0.6473614336460283,None,28
R4,PureTrend_RandomWalk,0.998304102677728,0.7531779659311288,0.9083574794564495,None,24
R1,Trend+MultiSeason,0.996218210670971,0.9894413508733277,0.7383784862530267,48,50
R2,Pure_MultiSeason,0.8645740395004702,0.98965198275341,0.8985884022560542,48,50
R3,Stationary_AR,0.22553002939483835,0.5693791679163172,0.6000107269963524,None,28
R4,PureTrend_Exponential,0.9965673075235676,0.3459911300835109,0.3201082494270865,None,24
R1,Trend+MultiSeason,0.9998008532960586,0.9981597071066417,0.9393636182083395,12,12
R2,Pure_MultiSeason,0.8374235816265139,0.9963631482927316,0.8421180375535952,12,12
R3,Stationary_AR,0.03695019385175802,0.5475404081171944,0.5860162388836525,None,62
R4,PureTrend_Break,0.9996364814330505,0.9986021106501859,0.0,None,250
R1,Trend+MultiSeason,0.9996993074900341,0.9895817621801012,0.7741414987536641,48,50
R2,Pure_MultiSeason,0.9145386710819082,0.995955085662907,0.9389139717038937,48,50
R3,Stationary_WN,0.5068553362364335,0.12257231534492774,0.219012764099358,None,2
R4,PureTrend_RandomWalk,0.9966952709067344,0.9063836915038851,0.0,None,250
R1,Trend+MultiSeason,0.9999317544155117,0.9949502554271282,0.9264932357759204,12,12
R2,Pure_MultiSeason,0.8878294362068034,0.9984213493793896,0.8881429737290191,12,12
R3,Stationary_AR,0.16239382898127264,0.45323334899900936,0.6039415858918586,None,26
R4,PureTrend_RandomWalk,0.9994023487347407,0.716168928350295,0.8546187629952762,None,24
R1,Trend+MultiSeason,0.999617007028478,0.9990015090554508,0.942057938968313,24,24
R2,Pure_MultiSeason,0.8161390582165133,0.9983779633765812,0.8733067812047498,24,24
R3,Stationary_WN,0.4819723645374495,0.19726729438110902,0.2367688101809755,None,2
R4,PureTrend_Exponential,0.9993213325513456,0.27817688774686455,0.36790760839097436,None,24
R1,Trend+MultiSeason,0.9990122893868212,0.9984613167981629,0.9464080001875236,48,50
R2,Pure_MultiSeason,0.8876098018991587,0.9912093540832783,0.9175973043368439,48,50
R3,Stationary_AR,0.12097916112449991,0.7834162374438228,0.7339202616317596,None,125
R4,PureTrend_Exponential,0.9929678753072617,0.4103498424586848,0.2743096592719052,None,24
R1,Trend+MultiSeason,0.9996992844001896,0.998348054280331,0.9438383974306546,24,24
R2,Pure_MultiSeason,0.6591995300532796,0.9972363471939417,0.7653128392225197,24,24
R3,Stationary_AR,0.42962097728758153,0.4863787610178635,0.5767533780757671,None,10
R4,PureTrend_Exponential,0.9963909998772738,0.34023730766325777,0.321607954519206,None,24
R1,Trend+MultiSeason,0.9995403072367138,0.9965716347138173,0.8369781428454963,24,24
R2,Pure_MultiSeason,0.9273924182569684,0.9972324515611316,0.9449411422782346,24,24
R3,Stationary_WN,0.4918916813987162,0.13482616469774678,0.1994176038003599,None,2
R4,PureTrend_Break,0.9998762699583473,0.9995201868031346,0.0,None,250
R1,Trend+MultiSeason,0.999932268854609,0.998384005309474,0.8250492421294171,36,36
R2,Pure_MultiSeason,0.901623023143035,0.9970844831595264,0.924213073449919,36,36
R3,Stationary_AR,0.2953013489885019,0.4402677784457357,0.5669600969006706,None,23
R4,PureTrend_Break,0.9998739621210547,0.9994935742857682,0.0,None,250
R1,Trend+MultiSeason,0.9995412013441866,0.9984594277810322,0.8519306638864335,24,24
R2,Pure_MultiSeason,0.9402606883063495,0.9936643460260887,0.9534882981689147,24,24
R3,Stationary_WN,0.1873095185341821,0.34964668148246214,0.3234093450151726,None,7
R4,PureTrend_RandomWalk,0.7755794098198265,0.8879221175216986,0.0,None,250
R1,Trend+MultiSeason,0.9951801974668656,0.9753946159285138,0.5671216226748391,48,100
R2,Pure_MultiSeason,0.9448604594608915,0.9968278024176198,0.9582115061471753,48,50
R3,Stationary_WN,0.5381303875361139,0.178785086215552,0.2860555682585838,None,2
R4,PureTrend_Break,0.9997936280261834,0.9991450010019312,0.0,None,250
R1,Trend+MultiSeason,0.9995267230503422,0.9978296170587093,0.9174182311113804,36,36
R2,Pure_MultiSeason,0.7796904741748851,0.9940986788857464,0.8312265943817703,36,36
R3,Stationary_AR,0.3656947631628866,0.49620807867376937,0.5904268879345351,None,15
R4,PureTrend_Exponential,0.9996025719766605,0.38395110353365614,0.38092488821940007,None,24
R1,Trend+MultiSeason,0.9995506627375027,0.9922143714078654,0.6517977003099219,12,12
R2,Pure_MultiSeason,0.8555021989418852,0.9929622473247945,0.8572519580314643,12,12
R3,Stationary_WN,0.5027216115305191,0.16974235496487955,0.2986946764688647,None,2
R4,PureTrend_Break,0.9981935578800896,0.9915600152147868,0.0,None,250
R1,Trend+MultiSeason,0.9990102022831441,0.9981465658994008,0.827267840619444,12,12
R2,Pure_MultiSeason,0.862176260917086,0.9901938871044866,0.8664561474135797,12,12
R3,Stationary_WN,0.2947252901865477,0.2800008602205927,0.30309000729894775,None,5
R4,PureTrend_RandomWalk,0.5366866019734935,0.0,0.0,None,250
R1,Trend+MultiSeason,0.9998311838931023,0.9967564752681929,0.8856585213042494,12,12
R2,Pure_MultiSeason,0.9421653610415379,0.9989579911245937,0.9389783181451145,12,12
R3,Stationary_AR,0.06327928318752207,0.5684626319072861,0.6266478965601202,None,100
R4,PureTrend_RandomWalk,0.9981039097566041,0.6830690742631473,0.8474912948603794,None,24
R1,Trend+MultiSeason,0.9976737629432156,0.9831029781327936,0.9311978781213996,24,24
R2,Pure_MultiSeason,0.8606641540944124,0.985784791230908,0.8984852951044652,24,24
R3,Stationary_WN,0.4638105179847877,0.22128969710170532,0.24869335392422431,None,2
R4,PureTrend_Exponential,0.9994549793046608,0.40966924551663975,0.3961617997506893,None,24
R1,Trend+MultiSeason,0.9996740368584435,0.9974803256128935,0.7503967510831482,36,36
R2,Pure_MultiSeason,0.7550765899067629,0.9956899345048765,0.8286891286440475,36,36
R3,Stationary_AR,0.0,0.46625935425954956,0.45002526841427404,None,71
R4,PureTrend_RandomWalk,0.9995583815769082,0.7030921440077915,0.8738027135611807,None,24
R1,Trend+MultiSeason,0.9996725716445068,0.9966871850737515,0.8801414335901917,12,12
R2,Pure_MultiSeason,0.9683627441011415,0.9989749218885277,0.9657567731608934,12,12
R3,Stationary_WN,0.1219433694577452,0.4022663627613178,0.3909125812640991,None,24
R4,PureTrend_Break,0.9998784585029673,0.9995283661541069,0.0,None,250
R1,Trend+MultiSeason,0.999489611989292,0.9955450177199526,0.891325022085062,24,24
R2,Pure_MultiSeason,0.38896600177994045,0.9859042753093135,0.6503249163924618,24,24
R3,Stationary_AR,0.23569851015103604,0.5144156272880653,0.6037697128770478,None,28
R4,PureTrend_Exponential,0.9945589588893797,0.3616904904716345,0.24847185971668828,None,24
R1,Trend+MultiSeason,0.9996856444445775,0.9994049405025922,0.8741154255797634,12,12
R2,Pure_MultiSeason,0.956693845172537,0.9920729316058491,0.953354840056483,12,12
R3,Stationary_WN,0.5214952264958377,0.16453435653132942,0.3067872214647631,None,2
R4,PureTrend_RandomWalk,0.9935088382853134,0.6925246876062832,0.14495651405435117,None,250
R1,Trend+MultiSeason,0.9998198776238383,0.9973515436641228,0.8480713567162906,48,50
R2,Pure_MultiSeason,0.9153572803344596,0.9987659898048489,0.9517169963017542,48,50
R3,Stationary_WN,0.31470814400634106,0.2967917446452,0.31108745050957154,None,4
R4,PureTrend_RandomWalk,0.4763399391278891,0.7458574198635755,0.0,None,250
R1,Trend+MultiSeason,0.9992947032665543,0.9902493690373092,0.8713802078816606,48,50
