True_Sector,Pattern,F_T_STL,F_S_STL,F_R_STL,F_T_STL_EMD,F_S_STL_EMD,F_I_STL_EMD,True_P,Est_P,rand_p1,rand_p2,length,slope,curve,amp1,amp2,noise_std,phi,break_point,drift
S3,Stationary_AR,0.04881405069167166,0.24812870730091696,0.0,0.10540251541958645,0.559791793682161,0.6164916882114447,None,71,,,500,0.0,0.0,0.0,0.0,5.0,0.6817327662198067,,
S4,Trending_ExponentialGrowth,0.9996272068941456,0.22701499723522545,0.0,0.999794804329241,0.38259258877885305,0.44397706602830855,None,24,,,500,,,0.0,0.0,0.7427149867985832,,,
S1,Composite,0.9984524672149147,0.9751427931229757,0.0,0.9996941645263365,0.9950283389266333,0.8032424311458383,36,36,36.0,72.0,500,0.268869947907037,-1.9492708168155643e-05,13.019430711461556,3.1612602394374356,1.0538402922287362,,,
S2,Seasonal,0.6472365432352132,0.9406811117728874,0.0,0.7606163377572625,0.9887244855152973,0.8193362363869223,36,36,36.0,72.0,500,0.0,0.0,15.031979395296505,6.175720862224661,1.5810018011902092,,,
S3,Stationary_WN,0.18721184012683023,0.17492227253906345,0.0,0.47746216794605556,0.2547221355899987,0.34600128327155955,None,3,,,500,0.0,0.0,0.0,0.0,6.066192728054235,,,
S4,Trending_MeanShift,0.9999703056228326,0.9998815734400504,0.0,0.9999538080559472,0.9998141313043675,0.0,None,250,,,500,,,0.0,0.0,0.7520056712113828,,250.0,
S1,Composite,0.9912894696932867,0.9854038932117383,0.0,0.9982788564485604,0.9970943814663977,0.803454939084278,36,36,36.0,72.0,500,-0.1551216777527284,1.2610799698013101e-05,23.655064683113316,4.063763681501405,1.4081320565606308,,,
S2,Seasonal,0.6969311094790245,0.8627576598095926,0.0,0.909710111088989,0.9885465809335526,0.9265863946406843,36,36,36.0,72.0,500,0.0,0.0,12.871549268971904,9.288216465874937,1.492161257676162,,,
S3,Stationary_AR,0.2573780334929514,0.2612940890864617,0.0,0.4010402163201022,0.4733878161598517,0.58853274129755,None,24,,,500,0.0,0.0,0.0,0.0,5.0,0.5910162535409176,,
S4,Trending_MeanShift,0.999957093291973,0.9998289766259303,0.0,0.9999451338208822,0.9997802758985844,0.0,None,250,,,500,,,0.0,0.0,1.002531684257075,,250.0,
S1,Composite,0.9978318795291137,0.8546777850074853,0.0,0.9998936878087594,0.9918090642287921,0.9511942074418546,12,12,12.0,24.0,500,-0.3863066035974534,-2.8126936475755294e-05,9.232476098085927,7.371793026253682,0.9437353625586046,,,
S2,Seasonal,0.6888678005478843,0.9772471157108398,0.0,0.8314731086193755,0.9965479830445227,0.8500644471463628,12,12,12.0,24.0,500,0.0,0.0,21.17664635109635,5.412009780144445,1.41554265398286,,,
S3,Stationary_AR,0.050318396491840556,0.34412865615756105,0.0,0.07520777259863509,0.5491178258126375,0.586330632783219,None,71,,,500,0.0,0.0,0.0,0.0,5.0,0.42120045709242354,,
S4,Trending_ExponentialGrowth,0.996288613066057,0.21091362575789174,0.0,0.9977503334954259,0.32636570821529043,0.3866266535639139,None,24,,,500,,,0.0,0.0,0.821179258967464,,,
S1,Composite,0.9978504038460414,0.9659890472803045,0.0,0.9999233579982298,0.9987554796139518,0.9645921126617667,36,36,36.0,72.0,500,0.3235424645261436,4.556346333307463e-05,17.473718576355175,6.1064144123878314,0.6376702642610065,,,
S2,Seasonal,0.7194391709003681,0.8734719928880156,0.0,0.987074024820291,0.9984464008870766,0.9892586209249941,36,36,36.0,72.0,500,0.0,0.0,15.303744795423558,11.132150528851472,0.6071414700994037,,,
S3,Stationary_AR,0.04117467431815014,0.6724227517925796,0.0,0.055871991921159436,0.8903153538039482,0.6821417129737615,None,250,,,500,0.0,0.0,0.0,0.0,5.0,0.6537878096269037,,
S4,Trending_RandomWalkDrift,0.9949438174733329,0.4909401676270797,0.0,0.999742617224034,0.9793461093650597,0.9495776101837027,None,125,,,500,,,0.0,0.0,1.3579634319990053,,,0.34176113268434827
S1,Composite,0.9989069928239233,0.9838098482124886,0.0,0.9998986032833244,0.998492862457207,0.9073326070758115,24,24,24.0,48.0,500,-0.35274725921059724,2.5925971357373212e-05,17.75343624497723,3.928697108254145,0.7569485115808476,,,
S2,Seasonal,0.7088525114015929,0.9162360754949268,0.0,0.9765529997407727,0.9983256230000471,0.9813368061232471,24,24,24.0,48.0,500,0.0,0.0,11.810976205831361,6.821152249093834,0.5763861614400514,,,
S3,Stationary_AR,0.1872031432792688,0.20149033949692996,0.0,0.4540416484249856,0.5135510764636932,0.7203033141154009,None,31,,,500,0.0,0.0,0.0,0.0,5.0,0.6951286403706706,,
S4,Trending_RandomWalkDrift,0.9804404292353813,0.09463176923499583,0.0,0.9983683260694297,0.709232477597475,0.9218795326507734,None,24,,,500,,,0.0,0.0,0.6544603605534657,,,0.17622449611429467
S1,Composite,0.9930847923153349,0.9840911820191875,0.0,0.9979748719455227,0.9953215727814896,0.7098145998340866,12,12,12.0,24.0,500,-0.11464988008891859,4.902532261462022e-05,12.217024581720395,2.232020264112861,0.8188218961060588,,,
S2,Seasonal,0.7442990222666795,0.9764453181165551,0.0,0.9702675971984928,0.9992483738639814,0.9688076585336594,12,12,12.0,24.0,500,0.0,0.0,24.674186189952643,7.61344129829263,0.7386814143079333,,,
S3,Stationary_AR,0.0,0.2231242614562302,0.0,0.11231519339719842,0.4779880122599056,0.5359967627718154,None,28,,,500,0.0,0.0,0.0,0.0,5.0,0.4300890900783668,,
S4,Trending_MeanShift,0.999950540862831,0.9998021580428654,0.0,0.999939959212899,0.9997615428656897,0.0,None,250,,,500,,,0.0,0.0,0.526896388576857,,250.0,
S1,Composite,0.9977317867223082,0.9024002661407341,0.0,0.9999487217302694,0.9976091398081566,0.9774679198045004,24,24,24.0,48.0,500,-0.3685392909446389,-1.9967467467765144e-05,10.99346129308494,6.752128359076547,0.5597815754453311,,,
S2,Seasonal,0.5811206851039323,0.9612630629620883,0.0,0.6135274450014101,0.9899041601350065,0.7436260193220838,24,24,24.0,48.0,500,0.0,0.0,18.585779006019038,5.417209756048262,1.946338933815126,,,
S3,Stationary_AR,0.017442359008770114,0.23871885729775344,0.0,0.029678914148822066,0.769833737385114,0.743748912807896,None,125,,,500,0.0,0.0,0.0,0.0,5.0,0.6748785951549405,,
S4,Trending_MeanShift,0.9998499871738589,0.9993991804293076,0.0,0.9966521226865283,0.984658746800774,0.0,None,250,,,500,,,0.0,0.0,0.9057521239542325,,250.0,
S1,Composite,0.995166761649386,0.9864697447984484,0.0,0.9997029884184719,0.9991694952185785,0.9394524370949646,36,36,36.0,72.0,500,0.2026101519611373,-2.6740688930603908e-05,22.965826604298375,5.007870199250123,0.6866062176620304,,,
S2,Seasonal,0.6412629506184617,0.9089941834406583,0.0,0.802353335119232,0.9862783503815971,0.8593488245685046,36,36,36.0,72.0,500,0.0,0.0,12.17423478553965,6.317099830014707,1.564257187977987,,,
S3,Stationary_WN,0.24248244997598178,0.09999804816608393,0.0,0.532525565058102,0.12501695811470626,0.2838978050006752,None,2,,,500,0.0,0.0,0.0,0.0,12.29757496135654,,,
S4,Trending_RandomWalkDrift,0.9849525354502774,0.3390242310551518,0.0,0.9977170253193881,0.901161893432165,0.8547191741806969,None,125,,,500,,,0.0,0.0,1.3479750788778988,,,0.16968081345727992
S1,Composite,0.9968329019912205,0.9089308694385692,0.0,0.9998824290949143,0.9960585902646748,0.9631221513676803,48,50,48.0,96.0,500,0.30389836821911675,-4.820420811853834e-05,10.242391685342561,5.45282400593852,0.8421436415467373,,,
S2,Seasonal,0.5824617229983065,0.981658575156266,0.0,0.932410787070765,0.9992570766675108,0.9628644303366357,48,50,48.0,96.0,500,0.0,0.0,29.973451087025605,6.135695520809764,0.8460287651921727,,,
S3,Stationary_AR,0.20148158656778126,0.2315200654597157,0.0,0.3327002452750727,0.39487899510761104,0.5734091825101053,None,24,,,500,0.0,0.0,0.0,0.0,5.0,0.48034902308078675,,
S4,Trending_RandomWalkDrift,0.997230131290581,0.2853997663649097,0.0,0.9996818919199814,0.7984734407361546,0.8862447490414727,None,24,,,500,,,0.0,0.0,1.1246555252885504,,,0.3058251764864791
S1,Composite,0.9978807910155404,0.9757336616328954,0.0,0.9998740896778893,0.9984284905648357,0.9407884074141173,48,50,48.0,96.0,500,0.3798481004686768,4.3183492504434685e-05,23.896852767760286,5.752703711353701,0.9836897312492104,,,
S2,Seasonal,0.36749579848081093,0.9593014438464765,0.0,0.5995075968171957,0.9940397030493726,0.8761768036732204,48,50,48.0,96.0,500,0.0,0.0,21.639467160828122,4.876201159213384,1.252675396355313,,,
S3,Stationary_AR,0.11176619969951895,0.1715756493540882,0.0,0.23012206833866244,0.6616240641941432,0.7856639323901287,None,56,,,500,0.0,0.0,0.0,0.0,5.0,0.6990037752645379,,
S4,Trending_RandomWalkDrift,0.9960454510825084,0.10478334689528013,0.0,0.9993220989783415,0.5905163881636588,0.8303194960592959,None,24,,,500,,,0.0,0.0,1.4288075753949818,,,-0.18328608595051096
S1,Composite,0.9974932089448778,0.9208317916767778,0.0,0.9999290805832126,0.9976067935777583,0.9719449583386015,12,12,12.0,24.0,500,0.3076718389999622,1.0812761954209016e-05,10.931885736482002,6.355801685407714,0.5608795743930517,,,
S2,Seasonal,0.7027356071694678,0.9846123484653793,0.0,0.8542136113595324,0.9979071817735327,0.8649687281112026,12,12,12.0,24.0,500,0.0,0.0,29.306348248552837,6.445799872584733,1.4799123680963344,,,
S3,Stationary_WN,0.32480821335931975,0.17672368350278134,0.0,0.5713898382801269,0.22713238282721926,0.2557013508962557,None,2,,,500,0.0,0.0,0.0,0.0,8.787288650937203,,,
S4,Trending_RandomWalkDrift,0.9947852138176795,0.1684251002705307,0.0,0.9991717408208564,0.5752724360646011,0.8446384028445467,None,24,,,500,,,0.0,0.0,0.8318833209935661,,,0.24653457696478598
S1,Composite,0.979737697812386,0.9612624056155523,0.0,0.9978577211383329,0.9959812755731502,0.8996615865706724,36,36,36.0,72.0,500,0.15814423433755848,-3.7551955508837424e-05,20.415396084154022,7.035252887773346,1.4329298072802312,,,
S2,Seasonal,0.7078495487185484,0.9712403032508549,0.0,0.9607641029664381,0.999060197199352,0.9682408642268923,36,36,36.0,72.0,500,0.0,0.0,21.630731185399277,7.007321545482465,0.7087387455081458,,,
S3,Stationary_WN,0.06716359022329477,0.10975847983439924,0.0,0.32602780711311385,0.20960443387560945,0.34248672503015154,None,4,,,500,0.0,0.0,0.0,0.0,10.078904280260641,,,
S4,Trending_RandomWalkDrift,0.9970713778068653,0.9646712027023755,0.0,0.9955572876950872,0.9452377563361091,0.0,None,250,,,500,,,0.0,0.0,1.2203283013294994,,,0.26906992838464383
S1,Composite,0.9973492732782321,0.9389529804872787,0.0,0.9999498302212426,0.9987839145691821,0.9812381619629533,36,36,36.0,72.0,500,0.3913414135866583,1.722430331606119e-05,16.467989346337614,7.944312460240837,0.5688914007191832,,,
S2,Seasonal,0.7166532248917776,0.9552467539282791,0.0,0.9831609332234084,0.9993507161242703,0.9861242010587646,36,36,36.0,72.0,500,0.0,0.0,26.80468134730582,11.079152598014861,0.746744799375978,,,
S3,Stationary_WN,0.10296214253177816,0.12050373486478427,0.0,0.37986298593729206,0.18896714288125305,0.29207512739399955,None,3,,,500,0.0,0.0,0.0,0.0,5.863821593871329,,,
S4,Trending_ExponentialGrowth,0.9982985515274402,0.1638639510536516,0.0,0.9989338642742908,0.33788267150864915,0.3675503888765279,None,24,,,500,,,0.0,0.0,0.7836166085127636,,,
S1,Composite,0.9976062807783141,0.9805222341143192,0.0,0.9995249268912026,0.9959716118914499,0.8026739079565675,48,100,48.0,96.0,500,-0.19914480233528836,4.1823021911060744e-05,9.96990187379727,7.410211248296993,0.654995428396812,,,
S2,Seasonal,0.6808820947382754,0.8879859579129852,0.0,0.9860759114462522,0.9984616824580926,0.9885232164664524,48,50,48.0,96.0,500,0.0,0.0,16.11458661271109,10.131781365708848,0.6879260222003687,,,
S3,Stationary_WN,0.13889963500202396,0.17885044779788828,0.0,0.3823663948456496,0.26010494289320096,0.33111923953730227,None,4,,,500,0.0,0.0,0.0,0.0,10.339289699575355,,,
S4,Trending_RandomWalkDrift,0.9953606199323847,0.08740740613028175,0.0,0.9992781520028166,0.5532397422805773,0.8479777158356155,None,24,,,500,,,0.0,0.0,0.6040894883982337,,,0.28692144845618783
S1,Composite,0.995836392484291,0.9736266298614413,0.0,0.9997281707543415,0.9982602349633029,0.9355102026821759,12,12,12.0,24.0,500,0.2765778445340863,-1.4324546302376336e-05,21.75353222307339,6.813823034249569,1.0071421952334765,,,
S2,Seasonal,0.6740164028946573,0.9858727862017475,0.0,0.7879371824337531,0.9972493918797817,0.8078442724929391,12,12,12.0,24.0,500,0.0,0.0,25.558910747580022,5.053928208567122,1.274636399146568,,,
S3,Stationary_WN,0.20136129613205855,0.10920495630219362,0.0,0.4816891192641488,0.14644014778201553,0.26177482967083787,None,2,,,500,0.0,0.0,0.0,0.0,13.956528458560607,,,
S4,Trending_RandomWalkDrift,0.9957923823792627,0.0,0.0,0.9995209049022742,0.6283949653231505,0.8873724829311541,None,24,,,500,,,0.0,0.0,0.5679705361895528,,,-0.34412733257038824
S1,Composite,0.9660310138651615,0.9628996037052726,0.0,0.9985015943382335,0.9983103995500819,0.9589413829758575,48,50,48.0,96.0,500,0.12077814289907587,-4.9437610791125476e-05,19.81972902174627,6.383757002722797,0.8293003356520461,,,
S2,Seasonal,0.6228808338816884,0.9645834737391792,0.0,0.9182021094159472,0.9978524269979855,0.9454994979906438,48,50,48.0,96.0,500,0.0,0.0,16.269927402195606,5.004319866274592,0.7180222191469174,,,
S3,Stationary_WN,0.2675907363548813,0.10211667773821487,0.0,0.5171756909629488,0.1370531415388313,0.2634336590448225,None,2,,,500,0.0,0.0,0.0,0.0,11.315839895159922,,,
S4,Trending_MeanShift,0.9999291909901877,0.9997166182319134,0.0,0.9994358978937217,0.9978093664547613,0.0,None,250,,,500,,,0.0,0.0,0.823667320439421,,250.0,
S1,Composite,0.989054566124526,0.931905736822061,0.0,0.9993214275839788,0.9955922593031787,0.9396688266136209,36,36,36.0,72.0,500,-0.17418484442889187,-4.4315189768250164e-05,15.96187262288121,7.727993235901974,1.158088800290987,,,
S2,Seasonal,0.6543663921010408,0.9299087261316287,0.0,0.8107184194866449,0.9898250803192691,0.8630119763028926,36,36,36.0,72.0,500,0.0,0.0,16.834446127986382,7.711299695683973,1.837087472290663,,,
S3,Stationary_AR,0.0,0.22800783978645855,0.0,0.06728913648708901,0.8161230128785292,0.8319963150058048,None,125,,,500,0.0,0.0,0.0,0.0,5.0,0.6872840512371325,,
S4,Trending_ExponentialGrowth,0.9991237195807635,0.27257083050578146,0.0,0.999413088288074,0.3753817378688551,0.32336679415186054,None,24,,,500,,,0.0,0.0,0.5737643952182545,,,
S1,Composite,0.9854537299897087,0.9639524653821601,0.0,0.9990025754286079,0.9975442271403376,0.9334356409536796,24,24,24.0,48.0,500,-0.10167487287622955,1.4316224335127955e-05,12.08391677028767,4.084898326613002,0.7006660869312317,,,
S2,Seasonal,0.7055908248467,0.9563849579214864,0.0,0.9633192188581835,0.998692206984504,0.9709222479876948,24,24,24.0,48.0,500,0.0,0.0,27.914438134683216,11.16348807425585,1.060039430069507,,,
S3,Stationary_AR,0.251205791805194,0.196268716670413,0.0,0.4777420562172924,0.6017265253717513,0.7474057953087538,None,19,,,500,0.0,0.0,0.0,0.0,5.0,0.6901017361942731,,
S4,Trending_ExponentialGrowth,0.9948371617414127,0.2632675161818163,0.0,0.9961252456654186,0.33551831527385767,0.24801260530601665,None,24,,,500,,,0.0,0.0,1.060437718469113,,,
S1,Composite,0.9982986586873952,0.8864104947662185,0.0,0.999938037854478,0.9950732426815417,0.9636803346970211,48,50,48.0,96.0,500,0.3908361873024577,2.641594613637029e-05,9.560602700181224,5.864589688749518,0.7031352999643907,,,
S2,Seasonal,0.6567042997221574,0.9378705931173595,0.0,0.9645660000193672,0.9980939484780049,0.9730530562425609,48,50,48.0,96.0,500,0.0,0.0,20.8721733110283,9.109533863104371,0.8872989360773031,,,
S3,Stationary_AR,0.10543122754270096,0.21989940003342445,0.0,0.126725505053917,0.4632081279488611,0.5402621510922021,None,28,,,500,0.0,0.0,0.0,0.0,5.0,0.40983461423218864,,
S4,Trending_ExponentialGrowth,0.9960983944990724,0.17049416724466437,0.0,0.9972357671597445,0.4066053562258919,0.29352443074939627,None,24,,,500,,,0.0,0.0,0.8325554229844241,,,
S1,Composite,0.9997042390838111,0.9962707369620246,0.0,0.9999167645057442,0.9989497449682749,0.7186841243987518,12,12,12.0,24.0,500,-0.3998257229359521,-2.3195567074631123e-05,23.569720171924665,2.057770542987535,0.7889407285220292,,,
S2,Seasonal,0.7316601590665026,0.9904348876120252,0.0,0.924428281873691,0.9992350860945479,0.9205977722150678,12,12,12.0,24.0,500,0.0,0.0,29.969013028150012,5.600636748324215,0.8658268799700185,,,
S3,Stationary_WN,0.1714825310271385,0.21724155976824178,0.0,0.400360929625889,0.3622118917705244,0.41428840425575086,None,3,,,500,0.0,0.0,0.0,0.0,10.947203526093942,,,
S4,Trending_RandomWalkDrift,0.9948203113918249,0.2353247120935411,0.0,0.9991802816163151,0.6598914062459076,0.8438526664254831,None,24,,,500,,,0.0,0.0,1.052548491861153,,,-0.1769968340145546
S1,Composite,0.9987908902357142,0.9949927479520505,0.0,0.9998967822181611,0.9995712438876605,0.9148844537177272,36,36,36.0,72.0,500,0.20947044580781884,1.8982789337882114e-05,21.856797988032646,2.6963566579186136,0.5187313943780975,,,
S2,Seasonal,0.6883927954679369,0.9573024431440397,0.0,0.8967251267210935,0.9964190680551569,0.9195156490940617,36,36,36.0,72.0,500,0.0,0.0,16.334489916228968,6.233519533644858,1.0465956481677183,,,
S3,Stationary_AR,0.16059477505204178,0.20103777699848713,0.0,0.4302370165500563,0.4791513517342203,0.679595977233719,None,16,,,500,0.0,0.0,0.0,0.0,5.0,0.611804804068955,,
S4,Trending_ExponentialGrowth,0.9990219678997688,0.2493182172591054,0.0,0.999419656739769,0.4556079036549342,0.4026754062991853,None,24,,,500,,,0.0,0.0,0.8523760943168126,,,
S1,Composite,0.9956980174972284,0.9893231487245385,0.0,0.9982815827697236,0.9957103457630365,0.6025337284866581,12,12,12.0,24.0,500,0.1257240679192939,2.6982598586694114e-05,18.13875712339223,2.3204115273002826,1.2388262242378112,,,
S2,Seasonal,0.6539878898835094,0.9829819139434061,0.0,0.7540417576593379,0.9961520137371532,0.7776829832824106,12,12,12.0,24.0,500,0.0,0.0,22.31641071115316,4.6879331467913214,1.5340442708731445,,,
S3,Stationary_AR,0.07434700756113766,0.27250673003142123,0.0,0.16898121648532072,0.5694619031930943,0.6368281404127993,None,50,,,500,0.0,0.0,0.0,0.0,5.0,0.5659816925859472,,
S4,Trending_MeanShift,0.9999899525078101,0.9999598049985328,0.0,0.9999897831014731,0.9999591187057673,0.0,None,250,,,500,,,0.0,0.0,0.5497468224015492,,250.0,
S1,Composite,0.9977399104170985,0.9601474817796091,0.0,0.9999041480476052,0.9982517385171353,0.9577752183493312,36,36,36.0,72.0,500,-0.38805794970753027,4.0236048669329985e-05,17.607624053515853,6.609624679208207,0.7885023925607451,,,
S2,Seasonal,0.6735655303386676,0.9642047870065936,0.0,0.843688870558966,0.9955890507295531,0.8803866062372563,36,36,36.0,72.0,500,0.0,0.0,21.16086436681881,6.971757910203107,1.602530127361491,,,
S3,Stationary_WN,0.10587204146186135,0.05622774221009019,0.0,0.4649666953673883,0.07653136761898216,0.22491730508802332,None,2,,,500,0.0,0.0,0.0,0.0,13.65090426100416,,,
S4,Trending_ExponentialGrowth,0.9735850416629079,0.17933390840094776,0.0,0.9829990597713247,0.3578486448249848,0.3800804479774005,None,24,,,500,,,0.0,0.0,0.9454611538682801,,,
S1,Composite,0.9873283652037399,0.9791078831949818,0.0,0.9979155564795678,0.9965896230972567,0.8393064343140859,36,36,36.0,72.0,500,-0.11369834365534923,-3.706130253094111e-05,21.368473386372134,5.179962473647771,1.4261727351144866,,,
S2,Seasonal,0.7089491373167959,0.9480147766343029,0.0,0.963483934585938,0.9984011831907036,0.9706945431927735,36,36,36.0,72.0,500,0.0,0.0,21.40624687835517,9.276743980364774,0.9469381048566285,,,
S3,Stationary_WN,0.19065760663937226,0.12611620584976557,0.0,0.4885345749204356,0.22058195280003334,0.39550838604314376,None,3,,,500,0.0,0.0,0.0,0.0,11.429687983636859,,,
S4,Trending_RandomWalkDrift,0.9894516196779588,0.564231541940247,0.0,0.9892684200398757,0.6530700455190857,0.0,None,250,,,500,,,0.0,0.0,1.4062710781399255,,,-0.2641791328231131
S1,Composite,0.9913812842891487,0.9760793394535578,0.0,0.9991331617891074,0.9974010468316041,0.9008892826884025,48,50,48.0,96.0,500,-0.1742278590479261,-1.722048766642708e-05,21.900109392347243,4.844773340770957,1.1238107643167532,,,
S2,Seasonal,0.6303608188280704,0.8949427878970874,0.0,0.8822983265257175,0.9887976114553093,0.9101552733380025,48,50,48.0,96.0,500,0.0,0.0,16.290192430363863,8.976741638065835,1.8557013731690093,,,
S3,Stationary_WN,0.022767365692581087,0.24297900292055508,0.0,0.03809557296811927,0.38594771511869164,0.3773265469053394,None,25,,,500,0.0,0.0,0.0,0.0,11.783886077831683,,,
S4,Trending_ExponentialGrowth,0.9996578308891656,0.13907332221166946,0.0,0.9998594692714627,0.5051412501238948,0.5835242829742457,None,24,,,500,,,0.0,0.0,0.5020714291854076,,,
S1,Composite,0.9970007358858441,0.9680733133741009,0.0,0.9992868903142317,0.992339337832458,0.7632999477546472,24,24,24.0,48.0,500,-0.1628189855618955,4.296714053931e-05,8.639784390036883,2.2514474239159474,0.7698261533410784,,,
S2,Seasonal,0.7078931583232506,0.9039763947187448,0.0,0.9753042992416047,0.9979887608669511,0.9806895378185945,24,24,24.0,48.0,500,0.0,0.0,18.6532202211761,11.414751230659848,0.9582677827894132,,,
S3,Stationary_AR,0.19337994650648072,0.378641351953086,0.0,0.21076438283255572,0.5373973232963903,0.5006588655982172,None,29,,,500,0.0,0.0,0.0,0.0,5.0,0.4806612196402219,,
S4,Trending_RandomWalkDrift,0.9443583028760743,0.6317003927038183,0.0,0.950979396331835,0.7181567869912586,0.0518738539043041,None,167,,,500,,,0.0,0.0,1.2454631339734643,,,0.15048202551848805
S1,Composite,0.9956371769638509,0.9188036999103661,0.0,0.9996809426331551,0.9937973106233974,0.9275399806735419,24,24,24.0,48.0,500,-0.3009611094845024,-3.374448540533819e-05,14.398266117759285,7.335638538282319,1.297677298351143,,,
S2,Seasonal,0.706739834686363,0.9579566646648396,0.0,0.972920475879897,0.9990778035614379,0.9787114672431744,24,24,24.0,48.0,500,0.0,0.0,20.630103336210173,8.098957115293722,0.7661886970552398,,,
S3,Stationary_AR,0.14839274508107592,0.28783741226168014,0.0,0.2944907064737915,0.5550167150851646,0.6563405833820541,None,56,,,500,0.0,0.0,0.0,0.0,5.0,0.6530198850562676,,
S4,Trending_MeanShift,0.999800121424971,0.9992042953593758,0.0,0.9997530949789796,0.9990309036042515,0.0,None,250,,,500,,,0.0,0.0,1.0618501754971414,,250.0,
S1,Composite,0.9861372552113753,0.9505475770262722,0.0,0.9989416671748044,0.9958694293075302,0.9256864708179542,48,50,48.0,96.0,500,0.1255607504037632,4.16142193816584e-05,16.072164365180033,5.6995657054867035,0.9983841142400973,,,
S2,Seasonal,0.6480118633907586,0.9197661935902938,0.0,0.9101407549846494,0.9936655791908653,0.9314293842179976,48,50,48.0,96.0,500,0.0,0.0,22.767977573028663,11.27118769766993,1.8546979444263008,,,
S3,Stationary_AR,0.1860871755828929,0.35561197537607536,0.0,0.2599267943753427,0.5184757011982049,0.554186848038459,None,16,,,500,0.0,0.0,0.0,0.0,5.0,0.5105571330737451,,
S4,Trending_MeanShift,0.999986590524488,0.999946482292475,0.0,0.9989585055331051,0.9955661423942884,0.0,None,250,,,500,,,0.0,0.0,0.5268663217833995,,250.0,
S1,Composite,0.9872637048674863,0.9034267211302902,0.0,0.999541628665748,0.9960131133074895,0.9650455222329654,48,50,48.0,96.0,500,-0.18642570905826594,2.610630150723624e-05,12.15194670727491,6.847530108622473,0.8048048699625444,,,
S2,Seasonal,0.6522618388933463,0.956288086380038,0.0,0.9648428503554551,0.9987498408504242,0.9743430034501501,48,50,48.0,96.0,500,0.0,0.0,29.653585854631647,10.668036920976634,1.0439979462152182,,,
S3,Stationary_AR,0.06322826739171516,0.29559425432939934,0.0,0.11389263268806571,0.5449797064224362,0.6914122036637839,None,36,,,500,0.0,0.0,0.0,0.0,5.0,0.5158277806910729,,
