True_Sector,Pattern,F_T_STL,F_S_STL,F_R_STL,F_T_STL_EMD,F_S_STL_EMD,F_I_STL_EMD,True_P,Est_P,rand_p1,rand_p2,length,slope,curve,amp1,amp2,noise_std,phi,break_point,drift
S4,Trending_MeanShift,0.9998922018793589,0.9995690103040054,0.0,0.9997827666059056,0.9991272212346208,0.0,None,150,,,300,,,0.0,0.0,0.9060618750524041,,150.0,
S1,Composite,0.9955784633851307,0.9679565536760377,0.0,0.9998417498008991,0.998853200212073,0.964856021566469,12,12,12.0,24.0,300,0.34049388222906735,-2.811066437112303e-05,14.874511099158884,5.308742090821214,0.5624407240174317,,,
S2,Seasonal,0.7218169975120052,0.9814054439320676,0.0,0.9000947977682632,0.9981074443881236,0.899219410913393,12,12,12.0,24.0,300,0.0,0.0,24.298961102735888,6.126544721694358,1.1743865466385994,,,
S3,Stationary_WN,0.15058400781662928,0.24811914849883465,0.0,0.39684580635136124,0.29983386883502294,0.2387308374204533,None,5,,,300,0.0,0.0,0.0,0.0,10.93906260225598,,,
S4,Trending_RandomWalkDrift,0.9952197795333292,0.07762017417015299,0.0,0.9994030472212204,0.6476105710304577,0.8777649278003944,None,24,,,300,,,0.0,0.0,0.7742433519261003,,,-0.3909227585350974
S1,Composite,0.9850748538223203,0.9521156708547897,0.0,0.9939598308418987,0.9803083643009504,0.5954355964433318,12,12,12.0,24.0,300,-0.15161914509800767,3.800840059960891e-05,9.316094643760527,2.395195947002853,1.2592129804432501,,,
S2,Seasonal,0.7511191679724275,0.9736721795573904,0.0,0.9861040666682254,0.9996060258079931,0.9853113710494615,12,12,12.0,24.0,300,0.0,0.0,26.3780455302826,8.789456075692845,0.5329910798885955,,,
S3,Stationary_WN,0.23056112051707978,0.05771193313860068,0.0,0.5834038617533911,0.09923350154863719,0.3622535985173516,None,2,,,300,0.0,0.0,0.0,0.0,7.779869162011818,,,
S4,Trending_MeanShift,0.9999393211636337,0.9997577929216314,0.0,0.9999389930603781,0.9997547953940465,0.0,None,150,,,300,,,0.0,0.0,0.9668773060424564,,150.0,
S1,Composite,0.9913091253905675,0.9439448298494029,0.0,0.9995541047727944,0.9967054833572957,0.9493816074046063,36,38,36.0,72.0,300,0.2592221780385613,3.843319119597591e-05,12.980203908546887,4.765437870613202,0.7665874098059319,,,
S2,Seasonal,0.627637941267496,0.942955978812931,0.0,0.974515634066596,0.9987630607414791,0.9814669803464657,36,38,36.0,72.0,300,0.0,0.0,21.173569533299855,8.338053833148493,0.6849516830697941,,,
S3,Stationary_AR,0.11845260073316588,0.34118051383409753,0.0,0.283716545696552,0.6077676193344979,0.6315757568139042,None,33,,,300,0.0,0.0,0.0,0.0,5.0,0.6714420012136647,,
S4,Trending_MeanShift,0.9999337522613246,0.9997386135419722,0.0,0.9958380754453673,0.9812673144179065,0.0,None,150,,,300,,,0.0,0.0,1.0070083802260257,,150.0,
S1,Composite,0.9962369587705603,0.9602242873113501,0.0,0.9994180329706176,0.9930897016851209,0.8439282513691218,48,50,48.0,96.0,300,0.397057628180159,-1.5247501676720434e-05,14.564082630067123,3.545248327009994,1.09825917398188,,,
S2,Seasonal,0.4258865145686531,0.8449325960835162,0.0,0.6545560393938813,0.9755704004511878,0.8599034144491411,48,50,48.0,96.0,300,0.0,0.0,10.345713419396256,5.383618225922549,1.0234247332232194,,,
S3,Stationary_WN,0.08487901571667555,0.13463798460796206,0.0,0.2348458274607932,0.22031716942275203,0.1160126947563529,None,6,,,300,0.0,0.0,0.0,0.0,5.231760836970118,,,
S4,Trending_ExponentialGrowth,0.9869848975244379,0.19789565292554145,0.0,0.9906984828378554,0.34680010713488607,0.2659854395151623,None,24,,,300,,,0.0,0.0,0.9881799175472844,,,
S1,Composite,0.9960701741477236,0.9429014035037989,0.0,0.9993060866094278,0.9898414623848639,0.825457626463016,12,12,12.0,24.0,300,0.31177788000797074,1.009825363567492e-05,9.851189639854363,4.21202830100793,1.0503618854401129,,,
S2,Seasonal,0.7004259240702233,0.9467487458634481,0.0,0.8543347014952758,0.9922819964386416,0.8608495852886555,12,12,12.0,24.0,300,0.0,0.0,19.27153254477344,8.237335330636121,1.9513524229729096,,,
S3,Stationary_AR,0.26969093519840315,0.3416371798148453,0.0,0.3433189804241089,0.6071830246080925,0.6355572878203483,None,38,,,300,0.0,0.0,0.0,0.0,5.0,0.6990398563357534,,
S4,Trending_RandomWalkDrift,0.9467133973645594,0.09241601350822881,0.0,0.9908216335335028,0.6381114185143302,0.8605548298247704,None,24,,,300,,,0.0,0.0,1.0591514849392554,,,0.1022334122711956
S1,Composite,0.9910579299096698,0.9795053901907349,0.0,0.9994402843820231,0.998548372044053,0.938543840793244,24,25,24.0,48.0,300,0.3058121096538875,-2.8450139542791107e-05,24.094568468465557,3.9299307621969204,0.6522309567539343,,,
S2,Seasonal,0.6670233317617833,0.9020483046325944,0.0,0.9524608252038445,0.9958217469999181,0.9641551673951081,24,25,24.0,48.0,300,0.0,0.0,16.71091075278926,9.43051175235371,1.2490899753752402,,,
S3,Stationary_WN,0.1024634043800482,0.077140859434356,0.0,0.5123437595279714,0.12628879632997791,0.3815091795102358,None,2,,,300,0.0,0.0,0.0,0.0,8.109669757831433,,,
S4,Trending_RandomWalkDrift,0.9690065346930844,0.09812104783244124,0.0,0.9976794527373934,0.8195423666954149,0.9292086990797958,None,24,,,300,,,0.0,0.0,0.5258411390720232,,,0.33211820523410834
S1,Composite,0.9984064641801345,0.9761014352189225,0.0,0.9996099008985153,0.9935866842763317,0.7557455436133313,24,50,24.0,48.0,300,0.3834706824265516,-1.3326814070211507e-05,8.592490517428214,7.765845287093443,1.0625918487439487,,,
S2,Seasonal,0.03492956889173415,0.9824513137902198,0.0,0.12693602051424868,0.9973577956327679,0.8622622802088208,24,50,24.0,48.0,300,0.0,0.0,11.901757567470728,10.811816590419678,0.9341323150468842,,,
S3,Stationary_AR,0.030322293143246304,0.35152618414586756,0.0,0.02098485759440738,0.6025692919406437,0.6097133713407838,None,50,,,300,0.0,0.0,0.0,0.0,5.0,0.44740213498107406,,
S4,Trending_RandomWalkDrift,0.9540533464366738,0.0,0.0,0.995095583593278,0.4746624303113185,0.9046721441909001,None,24,,,300,,,0.0,0.0,0.79400926382735,,,-0.18363386381777672
S1,Composite,0.9662204504783038,0.8891899984374619,0.0,0.9983604775698973,0.9936798185173629,0.953850758693361,36,38,36.0,72.0,300,-0.14597648869573474,3.852109743998293e-05,8.57405490663798,3.4069493239789947,0.525756391740578,,,
S2,Seasonal,0.5582196046257749,0.9597849426654923,0.0,0.8493464633077116,0.9956613845298588,0.9056009136736805,36,38,36.0,72.0,300,0.0,0.0,19.822551285118713,5.4753546143520575,1.2248217828093555,,,
S3,Stationary_WN,0.18315859844560567,0.0,0.0,0.3551865907798518,0.0,0.25387430269548716,None,3,,,300,0.0,0.0,0.0,0.0,11.88132680993236,,,
S4,Trending_RandomWalkDrift,0.9900967596601543,0.0761943749375299,0.0,0.9985347888621349,0.5378846161092266,0.8542121455679268,None,24,,,300,,,0.0,0.0,1.2335448971490597,,,-0.2856521116877023
S1,Composite,0.9820919839941062,0.9525034982033258,0.0,0.9995942869669652,0.9987721100924027,0.9780834744229302,36,38,36.0,72.0,300,0.2263513765010826,3.462952332165511e-05,18.126716353462697,5.543333602462037,0.5344997224110439,,,
S2,Seasonal,0.5959778037143615,0.8908770890531036,0.0,0.8052606210168436,0.9827706063434615,0.8681747030414315,36,38,36.0,72.0,300,0.0,0.0,14.385227544306364,7.5803922763915494,1.990825541865681,,,
S3,Stationary_WN,0.13570814006546172,0.14229795133002365,0.0,0.3525723441738088,0.24199601776845103,0.3205459589721743,None,4,,,300,0.0,0.0,0.0,0.0,6.12653200163801,,,
S4,Trending_RandomWalkDrift,0.9917049818163636,0.17829035969660545,0.0,0.9992778458115776,0.752804443120151,0.9173397363657876,None,24,,,300,,,0.0,0.0,0.8357271994608336,,,0.2904616287651567
S1,Composite,0.9472493306959102,0.9469738970052453,0.0,0.9923579230506139,0.9921986888029003,0.8649933160541543,48,50,48.0,96.0,300,0.1210682372779252,2.144200453255665e-05,16.470141403442277,5.027459215814888,1.2852316058423088,,,
S2,Seasonal,0.09080573037344719,0.9600985757916719,0.0,0.6050256302410603,0.9969146566079153,0.9328252876345873,48,50,48.0,96.0,300,0.0,0.0,27.538509987951066,4.567223495369895,1.4085473777538549,,,
S3,Stationary_WN,0.09811536298404477,0.23600824804739362,0.0,0.3428921170697147,0.3766745208979435,0.3519036435570426,None,7,,,300,0.0,0.0,0.0,0.0,5.701255450773463,,,
S4,Trending_RandomWalkDrift,0.962985930933771,0.31299677159107886,0.0,0.9954381236001404,0.7901533232449555,0.8844743861601094,None,24,,,300,,,0.0,0.0,1.0529208168517594,,,-0.4618511703200655
S1,Composite,0.9867763640107925,0.9618322144739464,0.0,0.9986871293499047,0.9956712040987612,0.9025417020372731,36,38,36.0,72.0,300,-0.3003266322068069,4.433405463326005e-05,20.05467755994115,4.956043713616948,1.134309271322734,,,
S2,Seasonal,0.6212153626725099,0.9070614882931386,0.0,0.9045530547467825,0.9922458475880513,0.930349242842856,36,38,36.0,72.0,300,0.0,0.0,16.937239590043696,8.442593356102872,1.567892655672602,,,
S3,Stationary_WN,0.004006085970863049,0.01074759428001193,0.0,0.5065868327101857,0.05964146463944775,0.3896269620076773,None,2,,,300,0.0,0.0,0.0,0.0,6.029659458224511,,,
S4,Trending_RandomWalkDrift,0.9782978644315472,0.18807140165679004,0.0,0.9964629202651127,0.7055901089772667,0.8494741258474277,None,24,,,300,,,0.0,0.0,1.1921760348559154,,,-0.2826045431962319
S1,Composite,0.9862395015176365,0.9623518113022713,0.0,0.996207439121364,0.9885176035075107,0.7275051423974599,36,38,36.0,72.0,300,0.19576877191222508,4.7885206408467934e-05,15.794856487450886,2.5096026755021734,1.495500629338827,,,
S2,Seasonal,0.5240046778916596,0.9262931210061525,0.0,0.8609519093382315,0.9934573142059452,0.9258430864475431,36,38,36.0,72.0,300,0.0,0.0,24.246515980961718,8.906255127633745,1.2942013015020484,,,
S3,Stationary_WN,0.1748987801184282,0.09008783145756527,0.0,0.5706544077437097,0.15375106570111308,0.4181973011106864,None,2,,,300,0.0,0.0,0.0,0.0,13.495899598415397,,,
S4,Trending_ExponentialGrowth,0.9886540817882028,0.17361592743493937,0.0,0.9931791615820459,0.3524212058784685,0.38454027213647324,None,24,,,300,,,0.0,0.0,1.4066545820311767,,,
S1,Composite,0.987898508784965,0.9527789025116877,0.0,0.9980399407784312,0.9910379674044077,0.839779750372742,36,38,36.0,72.0,300,-0.23903306679867328,-4.76234491329111e-05,15.062113733506191,3.4998993879064138,1.1641207177673372,,,
S2,Seasonal,0.5889923215328698,0.9277586909242422,0.0,0.8622857530080251,0.9920514240475793,0.9066090147921706,36,38,36.0,72.0,300,0.0,0.0,15.585366644106614,6.5270102471357685,1.4027787986488707,,,
S3,Stationary_WN,0.19576775112208455,0.18730500123212912,0.0,0.5903635691711884,0.2663836920203533,0.3632443122667818,None,2,,,300,0.0,0.0,0.0,0.0,10.14400641416545,,,
S4,Trending_MeanShift,0.9999695343183633,0.9998781969629237,0.0,0.9999441666949204,0.9997770003732824,0.0,None,150,,,300,,,0.0,0.0,0.782870514033552,,150.0,
S1,Composite,0.9956362484768724,0.9011293777848807,0.0,0.9997345004289904,0.9933423758370457,0.9394626560943771,48,50,48.0,96.0,300,0.33605924491950323,-2.6692986049391974e-05,8.06336978803439,4.613004212592454,0.6577233887252488,,,
S2,Seasonal,0.6396380545290528,0.9232865103584533,0.0,0.983175042606372,0.9989942392720301,0.9881149234306207,48,50,48.0,96.0,300,0.0,0.0,22.231810537054585,10.79627322597134,0.6352710611313412,,,
S3,Stationary_AR,0.28168229969494474,0.3826137686367508,0.0,0.3620832719438599,0.5091944853022895,0.3976848653024274,None,9,,,300,0.0,0.0,0.0,0.0,5.0,0.4436044438293835,,
S4,Trending_RandomWalkDrift,0.9313306206684656,0.7868759186931815,0.0,0.8849540047036841,0.47442750127255495,0.0,None,150,,,300,,,0.0,0.0,0.5799206050890443,,,-0.17611568228223604
S1,Composite,0.964687703972141,0.9727766552702672,0.0,0.9982531741736016,0.9986108411241021,0.954000204073954,24,25,24.0,48.0,300,-0.12570286483425597,-3.852767713444003e-05,19.16219985378315,4.9345882176649125,0.7112484291340665,,,
S2,Seasonal,0.6224279330864831,0.9505542564316929,0.0,0.8578312744158888,0.9948423830329963,0.9077134602012196,24,25,24.0,48.0,300,0.0,0.0,24.95776169337145,9.082629993966211,1.8543273720664812,,,
S3,Stationary_WN,0.06751411430816534,0.32755757136125474,0.0,0.07385110919105042,0.4850652030528405,0.36979970182550803,None,27,,,300,0.0,0.0,0.0,0.0,9.341636947927748,,,
S4,Trending_ExponentialGrowth,0.9983221681209054,0.22659630420230914,0.0,0.99907754513716,0.44102031448059786,0.44360714724123707,None,24,,,300,,,0.0,0.0,1.2871266133355852,,,
S1,Composite,0.9965694741100428,0.9878230748586404,0.0,0.99980447977307,0.9993059232834014,0.9433709097860123,12,12,12.0,24.0,300,-0.34429176186768357,1.4303508557195333e-05,22.030071185259224,4.763166560895488,0.5441729270358712,,,
S2,Seasonal,0.7038432276984722,0.9881210749156752,0.0,0.8596625978366926,0.998398803364651,0.8663720996535442,12,12,12.0,24.0,300,0.0,0.0,24.205930496801148,4.755922455748572,1.019605974040345,,,
S3,Stationary_WN,0.11368001411532769,0.22839237315472005,0.0,0.3191035307813904,0.3563057633050055,0.3461545650801715,None,5,,,300,0.0,0.0,0.0,0.0,9.631291850066823,,,
S4,Trending_ExponentialGrowth,0.9985084845134453,0.021738251128271657,0.0,0.9997625123279437,0.7749186767977627,0.8363696894189964,None,24,,,300,,,0.0,0.0,0.6241777739689464,,,
S1,Composite,0.9867025606064521,0.937076861439464,0.0,0.9992854181693134,0.9960381401124497,0.9476260911200809,36,38,36.0,72.0,300,0.35076591745315666,4.106847111563651e-05,20.551050473617494,7.402564768478411,1.1569042218986958,,,
S2,Seasonal,0.310408106085711,0.9202333590443419,0.0,0.5357449160949392,0.9826961759156981,0.8218649936880719,36,38,36.0,72.0,300,0.0,0.0,22.59262621624997,6.245565673669334,1.7863503744842366,,,
S3,Stationary_WN,0.35012986994394835,0.24127184409027114,0.0,0.4881524445306257,0.30222617745388125,0.23264949561000037,None,3,,,300,0.0,0.0,0.0,0.0,12.255021802116648,,,
S4,Trending_RandomWalkDrift,0.9786491629904821,0.8786550113541475,0.0,0.947408380581756,0.7463783613252857,0.0,None,150,,,300,,,0.0,0.0,1.0239866289614454,,,-0.18578229625136755
S1,Composite,0.9903621971010407,0.8779693182209769,0.0,0.999461999330434,0.9917161527610657,0.9454277690460476,36,38,36.0,72.0,300,-0.3392911562127196,-3.6329637052149636e-05,11.077114606512598,6.621598759355796,1.1508331397951246,,,
S2,Seasonal,0.568980004586779,0.9437011560402068,0.0,0.9395457038155351,0.9977267544072901,0.9660285300670656,36,38,36.0,72.0,300,0.0,0.0,12.898479316831146,4.519394216853754,0.5043327653564353,,,
S3,Stationary_AR,0.23615542690074032,0.3348931906982392,0.0,0.2904077518833956,0.5552583788874759,0.639919656941419,None,20,,,300,0.0,0.0,0.0,0.0,5.0,0.6640504167764498,,
S4,Trending_ExponentialGrowth,0.9981451478345545,0.09908060474483327,0.0,0.9992452197158928,0.5342481968267516,0.5818135977387457,None,24,,,300,,,0.0,0.0,1.2092912258284798,,,
S1,Composite,0.9807094456687514,0.9320097081378415,0.0,0.9990755003459842,0.9966074727242707,0.9543163967743965,48,50,48.0,96.0,300,-0.22539096428880984,1.3234588153652204e-05,13.706097966588711,6.490946173209895,0.932522919438912,,,
S2,Seasonal,0.6259343847782708,0.9634861879705917,0.0,0.9184477933555198,0.9977563427881159,0.9429923474351133,48,50,48.0,96.0,300,0.0,0.0,29.196251026378853,9.360831611746743,1.14915426731679,,,
S3,Stationary_AR,0.021716372620518065,0.10335498755885508,0.0,0.11063154702834876,0.39038637581188906,0.588081132663973,None,38,,,300,0.0,0.0,0.0,0.0,5.0,0.638341524270911,,
S4,Trending_ExponentialGrowth,0.9987904424626753,0.2533817961121221,0.0,0.9995670588865172,0.6432253355893003,0.6349155605890391,None,24,,,300,,,0.0,0.0,0.956313926489051,,,
S1,Composite,0.9850688381213397,0.9313511039500539,0.0,0.9980945655720639,0.9900491973376713,0.8764311961323761,36,38,36.0,72.0,300,-0.2481508669293792,-2.4158124396949804e-05,14.054527910297317,5.172923036798478,1.4441074824141817,,,
S2,Seasonal,0.6484622720149655,0.9288565990682478,0.0,0.9784559104118499,0.9986364953591929,0.9837442745768995,36,38,36.0,72.0,300,0.0,0.0,18.667986002614033,8.519747226035303,0.5194576533789252,,,
S3,Stationary_AR,0.2552286562313488,0.3813795728102365,0.0,0.3169604691882745,0.5333199260690877,0.5234019866512636,None,14,,,300,0.0,0.0,0.0,0.0,5.0,0.5654598806485243,,
S4,Trending_RandomWalkDrift,0.9852056787674298,0.331587036691283,0.0,0.9978001741912355,0.7611258335581457,0.8531890621234549,None,24,,,300,,,0.0,0.0,1.3052154536269955,,,-0.4525051650379984
S1,Composite,0.9970766703080413,0.9862572990677976,0.0,0.9997000710007342,0.9984433911235719,0.897997179752358,24,25,24.0,48.0,300,0.28161389207801923,4.641355463719222e-05,16.64729901471979,2.395199888285588,0.6433469913216272,,,
S2,Seasonal,0.6435194658868986,0.8937223439128292,0.0,0.9132179932994464,0.9926093947730537,0.9418535670267312,24,25,24.0,48.0,300,0.0,0.0,13.12201258536481,7.426236433160766,1.1364041455597276,,,
S3,Stationary_AR,0.01901586739130534,0.12112398206612907,0.0,0.06158170449122036,0.5010856587757985,0.5185614710519817,None,60,,,300,0.0,0.0,0.0,0.0,5.0,0.4542310596351738,,
S4,Trending_RandomWalkDrift,0.9875935725676763,0.0,0.0,0.999250833333934,0.7439932115352961,0.93942973574211,None,24,,,300,,,0.0,0.0,0.9743321820134886,,,0.4772600031442067
S1,Composite,0.9792525238866744,0.9476602466130817,0.0,0.9984938328280771,0.9957422001196193,0.9302806605764787,36,38,36.0,72.0,300,0.1576997638408394,-4.806208943133203e-05,11.186317527833323,3.869399568687082,0.7811708712478822,,,
S2,Seasonal,0.648664424799614,0.9396902038596714,0.0,0.9852086678483284,0.9992034331346645,0.9886449392552349,36,38,36.0,72.0,300,0.0,0.0,21.13205434720765,8.734991034573923,0.5851786854055718,,,
S3,Stationary_AR,0.10808791513458504,0.21948485724678213,0.0,0.07121888062745207,0.4456571269451727,0.5750066642904441,None,25,,,300,0.0,0.0,0.0,0.0,5.0,0.42855849493930853,,
S4,Trending_RandomWalkDrift,0.9962656070802549,0.22601290002254237,0.0,0.9990955407903013,0.5629629121001345,0.7555313870385021,None,24,,,300,,,0.0,0.0,1.1361882344450294,,,0.3598619180056043
S1,Composite,0.9934296417701219,0.9837325510007806,0.0,0.9995567780888037,0.9988055391584764,0.9333995572474288,24,25,24.0,48.0,300,0.24215379565069678,3.767514689376054e-05,19.80638062243038,3.6145876579579035,0.7605278014690328,,,
S2,Seasonal,0.6534018944384689,0.944385131598357,0.0,0.9737524161663124,0.9988883182889196,0.9824341403982457,24,25,24.0,48.0,300,0.0,0.0,22.76952374315342,9.388406250601864,0.790845575348607,,,
S3,Stationary_AR,0.04881715853788671,0.34151936209971145,0.0,0.10483832728181586,0.7622650441551325,0.6968664280883254,None,75,,,300,0.0,0.0,0.0,0.0,5.0,0.46472586991699405,,
S4,Trending_MeanShift,0.9999496823036601,0.9998006889088412,0.0,0.9999251645430254,0.9997025209216632,0.0,None,150,,,300,,,0.0,0.0,0.6132897720620442,,150.0,
S1,Composite,0.9932926475041728,0.9632374623193758,0.0,0.999504479257776,0.9967782148947076,0.9264117329517946,48,50,48.0,96.0,300,0.37966783410398197,-2.5611795824187077e-05,19.482260809568796,3.20894696394111,0.8459685916677359,,,
S2,Seasonal,0.31662614393524746,0.8832033977122372,0.0,0.5585305243941343,0.9761216998829811,0.827174913995698,48,50,48.0,96.0,300,0.0,0.0,11.686932037024732,4.2990273980406055,1.4318020232153081,,,
S3,Stationary_AR,0.12786664122197833,0.24075331527347243,0.0,0.37284351322888265,0.7363526038662698,0.8231200973325278,None,38,,,300,0.0,0.0,0.0,0.0,5.0,0.6991833135992948,,
S4,Trending_RandomWalkDrift,0.9918531672687722,0.05946567853425777,0.0,0.9987023302365107,0.618256112664219,0.8406809578078411,None,24,,,300,,,0.0,0.0,0.8124414230297005,,,0.48836269274263866
S1,Composite,0.9946616328320642,0.9812927328115062,0.0,0.9994621228695566,0.997918669243055,0.900120194049967,24,25,24.0,48.0,300,-0.35422601538035736,-1.5880116387270214e-05,23.187852484758032,4.150510089258715,0.9925508200736978,,,
S2,Seasonal,0.6505486882256195,0.8795215867127062,0.0,0.906329293400371,0.9897143105219647,0.9291313506751745,24,25,24.0,48.0,300,0.0,0.0,18.59960435301923,11.361907665469264,1.9635379197179952,,,
S3,Stationary_WN,0.18600251257343536,0.15993991599296564,0.0,0.547136874140774,0.21400718429091248,0.32023169625433157,None,2,,,300,0.0,0.0,0.0,0.0,9.63555456991859,,,
S4,Trending_RandomWalkDrift,0.20945193686636154,0.8493696448198007,0.0,0.0,0.725698337746369,0.0,None,150,,,300,,,0.0,0.0,1.0328686543725367,,,0.12218784271728832
S1,Composite,0.9959857590663365,0.951427050615046,0.0,0.9983584239939381,0.9783808062830294,0.5910676387217916,48,50,48.0,96.0,300,0.32705302575506157,1.5562922255019906e-05,11.613040096132163,2.1310068579729524,1.314604165713378,,,
S2,Seasonal,0.47126318530992695,0.9159787561067654,0.0,0.7249418010837032,0.9889475777775967,0.8811018580400481,48,50,48.0,96.0,300,0.0,0.0,24.552652427709724,9.668377699569684,1.8203268663207743,,,
S3,Stationary_WN,0.08626772408190908,0.18587013910231742,0.0,0.24999518463543569,0.2909891876535464,0.2984291747783696,None,5,,,300,0.0,0.0,0.0,0.0,13.295010982158333,,,
S4,Trending_RandomWalkDrift,0.9810872518462234,0.24302241500660082,0.0,0.9966069494080605,0.6284462088086413,0.8301213868549145,None,24,,,300,,,0.0,0.0,0.8873415394586492,,,-0.2066715671979087
S1,Composite,0.9822345169106683,0.856010867288602,0.0,0.999242234345921,0.9924709790686266,0.9586370697269562,36,38,36.0,72.0,300,0.2912581749482846,-3.095683763809949e-05,11.651673902368838,7.906753853494488,1.0434151911519907,,,
S2,Seasonal,0.47985156283812924,0.8311141333950977,0.0,0.6498658087473299,0.9589853395990281,0.8131638215772681,36,38,36.0,72.0,300,0.0,0.0,10.851051255484887,6.116973802193493,1.7563527884661647,,,
