True_Regime,Pattern,F_T_STL,F_S_STL,F_T_STL_EMD,F_S_STL_EMD,F_I_STL_EMD,True_P,Est_P,rand_p1,rand_p2,length,slope,curve,amp1,amp2,noise_std,phi,break_point,drift
R3,Stationary_AR,0.17096564561274386,0.24812116946001206,0.25240803380475274,0.5031938068544213,0.5406480369706956,None,12,,,500,0.0,0.0,0.0,0.0,5.0,0.40056147088357796,,
R4,Trending_RandomWalkDrift,0.9979833535476423,0.1835522170413727,0.999723123413618,0.7294138675578983,0.8633707129434867,None,24,,,500,,,0.0,0.0,0.8532504845435185,,,0.3781223694140954
R1,Composite,0.9975741819151311,0.9863089282394686,0.9992706012279187,0.9958993687356658,0.7011396079433644,12,12,12.0,24.0,500,0.23446975132852418,4.0382338266812226e-05,21.71106588897102,3.459321538826015,1.3701170701072947,,,
R2,Seasonal,0.7470098485629015,0.9599858377949696,0.9688777946384803,0.9985983562400502,0.9661778493264477,12,12,12.0,24.0,500,0.0,0.0,24.466100956739368,9.873282098223296,0.8761656829789577,,,
R3,Stationary_WN,0.1960162341963112,0.1211574429417237,0.4754119768263072,0.1487275219090346,0.19625490589811478,None,2,,,500,0.0,0.0,0.0,0.0,11.883098464136365,,,
R4,Trending_ExponentialGrowth,0.9955518661666941,0.20124313160736618,0.9972964104264269,0.41884016382167066,0.3879134771730359,None,24,,,500,,,0.0,0.0,0.8194357075595354,,,
R1,Composite,0.9977617567880295,0.9620160278805223,0.9995599561953836,0.9922815243435852,0.8042088485069296,12,12,12.0,24.0,500,-0.2522208661989802,2.8364414089461242e-05,11.553126066031298,3.628945067056849,1.0901353597388594,,,
R2,Seasonal,0.7527778736618609,0.8585223728352775,0.941426638137566,0.9879927202808406,0.9257304571435375,12,12,12.0,24.0,500,0.0,0.0,10.124945511083773,8.339157282825798,0.627940450651852,,,
R3,Stationary_AR,0.15146701536230844,0.31620231311580616,0.20645462431994854,0.5451502734286562,0.5395083385903248,None,45,,,500,0.0,0.0,0.0,0.0,5.0,0.5056787433132871,,
R4,Trending_ExponentialGrowth,0.9915535328513553,0.14690077516578703,0.9937303867172772,0.30712334849336764,0.2527709426276302,None,24,,,500,,,0.0,0.0,0.9650688540115989,,,
R1,Composite,0.9972614037395661,0.969559018903546,0.9996359129430235,0.9959019306704521,0.8675422635196108,24,24,24.0,48.0,500,-0.30238465136211423,2.2454136810741852e-05,17.296922094614658,5.055642592130797,1.2286444847197644,,,
R2,Seasonal,0.7067066258887076,0.9088493337679371,0.9681298536563461,0.9975156105182423,0.9747769140443479,24,24,24.0,48.0,500,0.0,0.0,15.715636296461996,9.254588386882801,0.8348957086436425,,,
R3,Stationary_AR,0.1347685511817287,0.31816742126125686,0.22586850859508878,0.4905897393845069,0.5800224227641925,None,56,,,500,0.0,0.0,0.0,0.0,5.0,0.6846746612708743,,
R4,Trending_RandomWalkDrift,0.9989788528369007,0.1749359619643679,0.9999006672004351,0.7378139306622993,0.9034879773529176,None,24,,,500,,,0.0,0.0,1.1636488703428496,,,0.47440153175181854
R1,Composite,0.9987740530831722,0.9913816887623137,0.9995358189473142,0.9967046173074302,0.6221736851140007,36,36,36.0,72.0,500,-0.338556513339697,2.8978700277520127e-05,24.813097573717194,2.814218211259349,1.3486042494716122,,,
R2,Seasonal,0.7189307410542929,0.9511899306721475,0.9886566332739359,0.9995191478456348,0.990599282709639,36,36,36.0,72.0,500,0.0,0.0,24.150618194842206,10.482655551081413,0.5514870159810779,,,
R3,Stationary_AR,0.2632247245987237,0.2772437630334801,0.2844211777516702,0.4347689701609032,0.4737205987020441,None,12,,,500,0.0,0.0,0.0,0.0,5.0,0.5386295195087142,,
R4,Trending_MeanShift,0.999985442022236,0.9999419411326803,0.9999763191600027,0.9999056303036024,0.0,None,250,,,500,,,0.0,0.0,0.6970015072116347,,250.0,
R1,Composite,0.9976823055768721,0.9334026948326635,0.9999192989322805,0.9973682433568762,0.965373794410766,48,50,48.0,96.0,500,-0.3813280213350644,-3.3219719045211734e-05,14.469630202374185,6.603224047754122,0.7076586037911401,,,
R2,Seasonal,0.6047191976009636,0.9705129523528724,0.9184188069660701,0.9983182768074729,0.9489702278315719,48,50,48.0,96.0,500,0.0,0.0,25.32600668871698,6.853448192437279,1.0482520711995245,,,
R3,Stationary_WN,0.0,0.024446593203911737,0.38320190904567497,0.07526618145803399,0.32622740809443396,None,3,,,500,0.0,0.0,0.0,0.0,6.900827042122315,,,
R4,Trending_RandomWalkDrift,0.9954263836968804,0.17987193464967088,0.99923204529268,0.5943751057307707,0.83383426153847,None,24,,,500,,,0.0,0.0,1.3031532105960895,,,0.1741720456187651
R1,Composite,0.9957538960828184,0.9375927110363669,0.9998734706792414,0.9980445091084722,0.9705807183850566,36,36,36.0,72.0,500,0.2822704432766269,4.916547444864267e-05,15.735399851799713,7.630999874645266,0.7616313091905013,,,
R2,Seasonal,0.7015339366074229,0.9913133572153604,0.930803678376908,0.9995154167629938,0.9447149524014464,36,36,36.0,72.0,500,0.0,0.0,28.78789869902849,5.06169535829689,0.6838231081894373,,,
R3,Stationary_AR,0.20673359722516693,0.33832197859833346,0.2355047936346365,0.5616904046177211,0.6059967320344419,None,26,,,500,0.0,0.0,0.0,0.0,5.0,0.6448415793430534,,
R4,Trending_RandomWalkDrift,0.9974346382686538,0.2407329625272553,0.999464028159245,0.6234876376938618,0.7930308037653773,None,24,,,500,,,0.0,0.0,1.247596050594637,,,0.33767416005938544
R1,Composite,0.9990175180026711,0.9848303196746779,0.9998943518876476,0.9983578978131755,0.8925502467210876,24,24,24.0,48.0,500,-0.24839996870183487,-3.686028841715458e-05,13.655724903433144,2.9638668653244347,0.5963112878390141,,,
R2,Seasonal,0.6571065398908815,0.8763267374610991,0.8352068799307604,0.984421469471306,0.8861921901666329,24,24,24.0,48.0,500,0.0,0.0,13.788733772434203,9.000179822112699,1.8760193861730983,,,
R3,Stationary_WN,0.04398198666107256,0.17651652700266796,0.10385308961543205,0.3256815469334261,0.3353642671072653,None,17,,,500,0.0,0.0,0.0,0.0,5.166497230624901,,,
R4,Trending_MeanShift,0.9999637045291229,0.9998547623588707,0.9999499152693158,0.999797915407987,0.0,None,250,,,500,,,0.0,0.0,0.994480348448079,,250.0,
R1,Composite,0.9946633727754411,0.9243602279075732,0.9996937549171586,0.995474474235284,0.943643458361178,24,24,24.0,48.0,500,0.25780377839358204,1.8731612403865995e-05,13.909902955996351,7.096561225895368,1.0443049880997681,,,
R2,Seasonal,0.6552575995887472,0.9742642374456019,0.8192305112672047,0.9966419918729433,0.8714771632268499,24,24,24.0,48.0,500,0.0,0.0,20.453660956209767,5.58589002380524,1.3504718589112765,,,
R3,Stationary_AR,0.009418600580513137,0.32495933020891477,0.05241722230932344,0.6621437873458815,0.6549302569524498,None,83,,,500,0.0,0.0,0.0,0.0,5.0,0.4677194292941169,,
R4,Trending_RandomWalkDrift,0.9957028905188323,0.8155196281561442,0.9987996637562354,0.9556537208212202,0.7256177816901929,None,250,,,500,,,0.0,0.0,1.4466437639383853,,,-0.3045602477952254
R1,Composite,0.997982749836593,0.9326534024916195,0.9998557749066166,0.9949724290772145,0.9286505407415635,24,24,24.0,48.0,500,-0.3165030957487432,-4.764483173434742e-05,11.464689054479846,5.4856968421842875,0.7884059713655684,,,
R2,Seasonal,0.6452236152505412,0.9674598041367386,0.808266070187275,0.9956256664367059,0.8676048917172748,24,24,24.0,48.0,500,0.0,0.0,21.476417709444853,6.431181660731921,1.4894483956237592,,,
R3,Stationary_WN,0.1461299626075393,0.29975905067475994,0.21977381500373327,0.3965757404958714,0.27753428304398853,None,8,,,500,0.0,0.0,0.0,0.0,9.730619590868397,,,
R4,Trending_MeanShift,0.999976990451115,0.9999078535429176,0.9999226914897908,0.9996874021867128,0.0,None,250,,,500,,,0.0,0.0,0.7057487830335024,,250.0,
R1,Composite,0.9980005515914713,0.9352934521808389,0.9998410573542704,0.9941775232580928,0.920813296572248,48,50,48.0,96.0,500,-0.3721105238122251,-2.4414112295794774e-05,13.094509484267181,5.623264861318149,1.017009728778317,,,
R2,Seasonal,0.4682426809249771,0.9562782330837162,0.7224433137060342,0.9947644899157985,0.8950631681963841,48,50,48.0,96.0,500,0.0,0.0,21.37437248517999,5.733705382223994,1.3539651529165897,,,
R3,Stationary_WN,0.1544995801385054,0.21080926928102128,0.3535434024559331,0.3110143232000576,0.3371055240844927,None,4,,,500,0.0,0.0,0.0,0.0,10.464273401623625,,,
R4,Trending_RandomWalkDrift,0.983235657925886,0.6311166533981232,0.4644004466476219,0.0,0.0,None,250,,,500,,,0.0,0.0,0.8644121845357953,,,-0.30893585466112317
R1,Composite,0.9986224076732553,0.9762304480878521,0.9998389214320655,0.996926633158807,0.8835055833640246,48,50,48.0,96.0,500,-0.38790702739426197,1.7118826014162493e-05,18.291611565022986,3.8177617076059653,0.9826636721429641,,,
R2,Seasonal,0.49187939347129084,0.9541876663597827,0.6745731528961415,0.9912853674901138,0.8338311242777936,48,50,48.0,96.0,500,0.0,0.0,18.687444342127307,5.296874969322174,1.953850383774233,,,
R3,Stationary_WN,0.14415445318600117,0.23428572994320873,0.26883451387425195,0.3014231942945531,0.2963643548473439,None,6,,,500,0.0,0.0,0.0,0.0,9.036584340337761,,,
R4,Trending_MeanShift,0.9999439352557871,0.9997758148840696,0.9979691563730423,0.9919206028538222,0.0,None,250,,,500,,,0.0,0.0,1.4129983419836094,,250.0,
R1,Composite,0.994330987512949,0.9515127630053343,0.9986553630018521,0.98854309899189,0.7651963778629539,24,24,24.0,48.0,500,-0.18118186135744055,-4.340333370978768e-05,13.846715248839569,4.2961752215378946,1.464332195924282,,,
R2,Seasonal,0.5662560949049099,0.9664864827186203,0.6093958239742516,0.9923092973914676,0.7705928781793526,24,24,24.0,48.0,500,0.0,0.0,17.692608581419538,4.612317033937986,1.702285739272631,,,
R3,Stationary_AR,0.0423116253620992,0.3756423120932212,0.13707988488859557,0.7037328858671696,0.6296712241377549,None,100,,,500,0.0,0.0,0.0,0.0,5.0,0.5243032043357518,,
R4,Trending_MeanShift,0.9997912147918389,0.9991748702939984,0.9994921535952943,0.9979107990121352,0.0,None,250,,,500,,,0.0,0.0,1.3898237697152256,,250.0,
R1,Composite,0.996757587306512,0.9511533659192403,0.9996557547435542,0.9947112173839455,0.8949648826399761,12,12,12.0,24.0,500,0.3515319611472931,2.372449234287198e-05,18.790772809593996,7.806521211704334,1.3661809140948922,,,
R2,Seasonal,0.7009793781586442,0.9622430056580864,0.8468175484806109,0.993926691315971,0.8434049372567052,12,12,12.0,24.0,500,0.0,0.0,12.24434462470931,4.232376327845312,1.066617212399571,,,
R3,Stationary_AR,0.037448653035028534,0.22984641733372801,0.08527868504950498,0.4315248483949016,0.5377800340222373,None,33,,,500,0.0,0.0,0.0,0.0,5.0,0.42961350420128025,,
R4,Trending_RandomWalkDrift,0.992220519384921,0.1190855207433531,0.9990231318652173,0.6828354377530745,0.8744363142710608,None,24,,,500,,,0.0,0.0,0.6864391991645719,,,0.2686363252656456
R1,Composite,0.9979171272177787,0.9809135585739429,0.9995980434750522,0.9963063058964774,0.8078418842542998,24,24,24.0,48.0,500,0.19968292285325084,3.493062497028084e-05,14.544462426808915,3.1855958184944995,0.9274041076275419,,,
R2,Seasonal,0.6706692542586792,0.9680071947028676,0.8507747927006512,0.9963905351652962,0.8889174264398687,24,24,24.0,48.0,500,0.0,0.0,25.42723384551833,7.890016004007436,1.6799922511558454,,,
R3,Stationary_AR,0.11744706798661664,0.26976641261828893,0.18454908616304722,0.5068794871975498,0.6039261874980225,None,29,,,500,0.0,0.0,0.0,0.0,5.0,0.4377276623957699,,
R4,Trending_MeanShift,0.9999783993648576,0.99991368373064,0.9999669322359515,0.9998667663846379,0.0,None,250,,,500,,,0.0,0.0,0.7758248455266522,,250.0,
R1,Composite,0.9979717218250653,0.9828775240705886,0.9998468096905611,0.9986948899701023,0.9247335414758971,12,12,12.0,24.0,500,-0.27152361863153396,3.5226163284014454e-05,17.718581170583683,4.421399898985493,0.6552338439733657,,,
R2,Seasonal,0.7393874159346394,0.9479764105918493,0.9481979967098324,0.9970096523829419,0.9450799191800151,12,12,12.0,24.0,500,0.0,0.0,19.54735762269014,9.00194393292711,1.2182615574782134,,,
R3,Stationary_AR,0.011331741105174542,0.14433757929293756,0.04620330519629745,0.7364618412519148,0.7503788576774639,None,125,,,500,0.0,0.0,0.0,0.0,5.0,0.6826984747145346,,
R4,Trending_MeanShift,0.9999775570926337,0.99991041949585,0.999935379876463,0.999741268320316,0.0,None,250,,,500,,,0.0,0.0,0.664684870819879,,250.0,
R1,Composite,0.9753528374126661,0.9291301281912839,0.9964695139737777,0.989651849186759,0.8623123459683124,36,36,36.0,72.0,500,-0.12068580213386326,3.6226922154879585e-05,12.27241244521151,5.718772638843216,1.1977268328718218,,,
R2,Seasonal,0.5899661276289906,0.9599646069701224,0.6247132713814314,0.989107571506635,0.7347695132249263,36,36,36.0,72.0,500,0.0,0.0,16.679140212155254,4.95067554070993,1.6076428471486397,,,
R3,Stationary_AR,0.10245130694005966,0.21152400923703218,0.17296184811300752,0.39051922201794564,0.5358718410499551,None,16,,,500,0.0,0.0,0.0,0.0,5.0,0.40451607268375206,,
R4,Trending_MeanShift,0.9999591230475278,0.9998367099241946,0.9998773963080378,0.9995014016450461,0.0,None,250,,,500,,,0.0,0.0,0.8496594759377901,,250.0,
R1,Composite,0.998822934493283,0.9556969320864648,0.9999434954902433,0.9978097542891797,0.9520479059767313,24,24,24.0,48.0,500,-0.3236424360383174,-4.171014363318867e-05,11.176593801755399,4.380258951588868,0.5567487683280561,,,
R2,Seasonal,0.6993619798169253,0.9532750823665058,0.956468382011208,0.998375048198355,0.9664407631741538,24,24,24.0,48.0,500,0.0,0.0,22.571880426037936,9.137474861548682,1.0291302259306656,,,
R3,Stationary_AR,0.12351548615148833,0.28718081529560313,0.21926364112477437,0.5352758642709128,0.6340738893250213,None,56,,,500,0.0,0.0,0.0,0.0,5.0,0.6740322179832625,,
R4,Trending_ExponentialGrowth,0.9996322963077019,0.23734255932063553,0.9998058567427136,0.4692884432428077,0.4664971181270232,None,24,,,500,,,0.0,0.0,0.5355521372152388,,,
R1,Composite,0.9978629164755164,0.9802941450684165,0.9991445617761798,0.992034646508971,0.6021557376662512,12,12,12.0,24.0,500,0.2275532424608469,-2.3432023972841563e-05,14.370084311146362,2.5153400539553283,1.3049519876339488,,,
R2,Seasonal,0.6423475573979254,0.9782743697527809,0.6919560621892366,0.9943719437402329,0.7464897991227837,12,12,12.0,24.0,500,0.0,0.0,23.035056123720896,5.236123546778795,1.8173531352443821,,,
R3,Stationary_AR,0.0,0.9561801628740123,0.040252962191170805,0.8557270687222536,0.0,None,250,,,500,0.0,0.0,0.0,0.0,5.0,0.524434937373667,,
R4,Trending_MeanShift,0.9998239742740603,0.9993021781173751,0.9994831692081418,0.9979965787565207,0.0,None,250,,,500,,,0.0,0.0,1.0424075927699947,,250.0,
R1,Composite,0.9938016113463146,0.8559650318763019,0.9998886919227638,0.9968300859094982,0.9823334164100996,48,50,48.0,96.0,500,-0.21254561450146617,-2.3270292053699173e-05,8.69752328036409,6.221391421066682,0.5013739718445128,,,
R2,Seasonal,0.6754859257241381,0.8939612904743114,0.9761171041577287,0.9975785469037424,0.9807013823003681,48,50,48.0,96.0,500,0.0,0.0,17.74550712684134,10.721388428800829,0.9225192839413878,,,
R3,Stationary_AR,0.1979191682128043,0.23267719103561202,0.2521349127949155,0.3339488511216143,0.49154330150112313,None,16,,,500,0.0,0.0,0.0,0.0,5.0,0.45619103908203934,,
R4,Trending_MeanShift,0.9998303304522325,0.9993248180712719,0.9998874023490516,0.9995541557717886,0.3381322320015385,None,250,,,500,,,0.0,0.0,1.461470960289874,,250.0,
R1,Composite,0.9886001303615459,0.978675931543106,0.9980726351848626,0.9964456993643743,0.8354930241188565,24,24,24.0,48.0,500,0.1430776435897564,-1.9678649711143186e-05,20.073863562889052,4.798508808486832,1.375467008092319,,,
R2,Seasonal,0.6494443064236193,0.955247606867598,0.8132044742443527,0.9943170882062059,0.8756204881170098,24,24,24.0,48.0,500,0.0,0.0,17.553202508037323,6.413764929864874,1.5258856835523784,,,
R3,Stationary_WN,0.15961751070248376,0.18947216301553182,0.45338774627325584,0.2708109798699897,0.3325432172825161,None,3,,,500,0.0,0.0,0.0,0.0,5.4272865619694795,,,
R4,Trending_MeanShift,0.9999629622120254,0.9998523848144103,0.9999709178012715,0.9998845033564739,0.21435823289248201,None,250,,,500,,,0.0,0.0,0.5445579724805996,,250.0,
R1,Composite,0.983451880626609,0.9820932714188091,0.996251331174733,0.9956455643242332,0.7791525458561455,48,50,48.0,96.0,500,0.1344758955052361,-3.449410633130746e-05,23.288297159392968,3.139732134420263,1.4806258735660252,,,
R2,Seasonal,0.6267489480646985,0.9513119017363738,0.8917493705049898,0.9959971543928335,0.9263999282211965,48,50,48.0,96.0,500,0.0,0.0,25.541140987915725,9.31207557745925,1.7169597475588854,,,
R3,Stationary_WN,0.2348174433042337,0.09695176688952745,0.4638376510866704,0.13946529308693778,0.3046811712703371,None,3,,,500,0.0,0.0,0.0,0.0,14.780655994227764,,,
R4,Trending_ExponentialGrowth,0.9577243341909558,0.22678315449532815,0.9704165614309849,0.3572003243187405,0.31644484618282076,None,24,,,500,,,0.0,0.0,1.3945726814476056,,,
R1,Composite,0.9979211925168006,0.8528664869800286,0.9999613413974607,0.9968986571161017,0.9814594282232686,24,24,24.0,48.0,500,-0.38337617273697266,2.26933463845811e-05,8.144994185850333,6.441229788898345,0.5444204612803826,,,
R2,Seasonal,0.6008277277085186,0.9791571850825743,0.7053776759779455,0.9958042183439402,0.8001995148666337,24,24,24.0,48.0,500,0.0,0.0,20.91598450277521,4.64251816274662,1.503010279500387,,,
R3,Stationary_AR,0.004241125704569804,0.5513356274350101,0.014922178546388887,0.19586871322914268,0.0,None,167,,,500,0.0,0.0,0.0,0.0,5.0,0.6311378833471607,,
R4,Trending_RandomWalkDrift,0.9877723645844666,0.2294878300134835,0.9981379172225232,0.7169372848110204,0.8515855341144214,None,24,,,500,,,0.0,0.0,0.7074233442684674,,,-0.16537821395940439
R1,Composite,0.9978932311723936,0.8707501858654718,0.9997739755659834,0.983228434786227,0.8932976416194203,48,50,48.0,96.0,500,-0.36176040298703394,1.0765478750057472e-05,8.508356853156995,5.168974837343548,1.1867997819198584,,,
R2,Seasonal,0.34793308956376856,0.9633357296539401,0.5773783429823746,0.9929071966778427,0.8312100614906177,48,50,48.0,96.0,500,0.0,0.0,28.154120177273487,5.797734509375316,1.7900890394736686,,,
R3,Stationary_AR,0.06027621607746214,0.34827735150768,0.1449844651843215,0.6815194018643893,0.67034560633203,None,100,,,500,0.0,0.0,0.0,0.0,5.0,0.6667030449628027,,
R4,Trending_ExponentialGrowth,0.9991526408088405,0.3026253412416272,0.9994155390986958,0.3974985308285742,0.3065000434417794,None,24,,,500,,,0.0,0.0,0.8053761016636182,,,
R1,Composite,0.988753534335352,0.9279163638850008,0.997606778112142,0.9840872443182975,0.7903912811581288,24,24,24.0,48.0,500,-0.14954966891237276,4.6318011715412135e-05,9.74376658790077,4.029615268332943,1.4052570284465973,,,
R2,Seasonal,0.677310235127792,0.880852746465627,0.8937793866307713,0.9898961839215982,0.9227368110625601,24,24,24.0,48.0,500,0.0,0.0,15.396552018168212,10.338342765331802,1.8017283614231525,,,
R3,Stationary_AR,0.2093308117765441,0.2728026453227773,0.3278378053724712,0.4624001651388432,0.6244608186711467,None,23,,,500,0.0,0.0,0.0,0.0,5.0,0.6453682744397362,,
R4,Trending_RandomWalkDrift,0.9934333583138034,0.017857816780722513,0.9995116121866462,0.7166770779242284,0.9282412195953955,None,24,,,500,,,0.0,0.0,1.2055836957503367,,,-0.36917196743897607
R1,Composite,0.9979367498389237,0.950923802916132,0.9998772647972977,0.996977927192589,0.9407153839060953,24,24,24.0,48.0,500,-0.36557637777892027,-1.7367954566415758e-05,15.088841037075195,6.262660620622825,0.893883107305235,,,
R2,Seasonal,0.6633442542286634,0.9694728687213382,0.8408136441395567,0.9963624541335346,0.8833423203696693,24,24,24.0,48.0,500,0.0,0.0,28.752083307736374,8.559251535721021,1.8800065432510327,,,
R3,Stationary_WN,0.0822012973664692,0.28549550411343005,0.1532656969928593,0.33627822949851627,0.2517824180001097,None,10,,,500,0.0,0.0,0.0,0.0,6.563705696250012,,,
R4,Trending_MeanShift,0.9999903227795162,0.9999611900392447,0.9999906972849578,0.9999625662798765,0.0376855302637229,None,250,,,500,,,0.0,0.0,0.5823168088207585,,250.0,
R1,Composite,0.9923045062809227,0.9249835029012087,0.9997002033809097,0.9966967876403858,0.9617527902226478,48,50,48.0,96.0,500,-0.26433671045174223,4.4283863988369654e-05,15.167242646846496,7.254393716491799,0.89567320930447,,,
R2,Seasonal,0.6494749214008387,0.9392465482285401,0.9224918217053345,0.9960832728176089,0.9432106119384698,48,50,48.0,96.0,500,0.0,0.0,24.922083730825936,10.520998811817567,1.65144194599261,,,
R3,Stationary_AR,0.036825804570695286,0.18996927686696918,0.07150853593946127,0.6948823094143776,0.6745103353977178,None,125,,,500,0.0,0.0,0.0,0.0,5.0,0.5847628302558392,,
R4,Trending_RandomWalkDrift,0.9463266095320888,0.5597889849039319,0.9976403957778136,0.9626637581622165,0.9590855597810739,None,83,,,500,,,0.0,0.0,1.3728107076699418,,,-0.17556297727750372
R1,Composite,0.9972081164676816,0.9707785179937568,0.999856581100028,0.9984790857961516,0.9491228298234641,24,24,24.0,48.0,500,0.32986574651957024,-2.7015080311390525e-05,19.668369213430175,6.098116319895075,0.7952616598640065,,,
R2,Seasonal,0.6904282383161473,0.9803790587573624,0.9216896961117274,0.9988256565788349,0.9406950346527861,24,24,24.0,48.0,500,0.0,0.0,20.965099268019465,5.306333405434034,0.8566760245733116,,,
R3,Stationary_WN,0.15557029053128357,0.27103293810025375,0.2186315818381832,0.3535060882744191,0.3171206230591369,None,6,,,500,0.0,0.0,0.0,0.0,9.53424043811613,,,
R4,Trending_MeanShift,0.9999610796780188,0.9998449401469631,0.9996931102536175,0.9988243791600465,0.0,None,250,,,500,,,0.0,0.0,1.176964837880007,,250.0,
R1,Composite,0.9988175998431292,0.9628460721732366,0.9997090171005455,0.9906985576390129,0.7549539087618206,12,12,12.0,24.0,500,-0.3956738510011194,4.991162929020733e-05,13.196769385066606,4.074493530274482,1.3584496724414161,,,
R2,Seasonal,0.7526681982572052,0.9167838514194571,0.986093390028883,0.9986179580859035,0.9846536115412441,12,12,12.0,24.0,500,0.0,0.0,18.747307375507493,11.28433742018538,0.6782951924890559,,,
R3,Stationary_WN,0.10145678833261984,0.08434026158983865,0.43935991757661963,0.11557088134287907,0.22640301922779504,None,2,,,500,0.0,0.0,0.0,0.0,10.589951906426986,,,
R4,Trending_ExponentialGrowth,0.9986838701900562,0.18382846372304507,0.9991767648025309,0.3314061926017977,0.37358294127616176,None,24,,,500,,,0.0,0.0,0.8611135212294575,,,
R1,Composite,0.9946406390719151,0.983247466992165,0.9992076263761701,0.9975303764441624,0.8538194133912121,36,36,36.0,72.0,500,-0.23692692033434015,4.294938486600883e-05,24.780455189667126,5.415486616779047,1.2757084136506371,,,
R2,Seasonal,0.68540694825178,0.919757922016828,0.883802955189309,0.9921978636641482,0.9097108914138945,36,36,36.0,72.0,500,0.0,0.0,17.906095328284973,9.530328233069937,1.8368491005736152,,,
R3,Stationary_AR,0.09855116217281212,0.26568114908628804,0.184166805276456,0.49584746135914537,0.5606279048983681,None,28,,,500,0.0,0.0,0.0,0.0,5.0,0.4193735372372091,,
R4,Trending_ExponentialGrowth,0.9838368113676059,0.25258854835764377,0.9890930939869765,0.3836908013308905,0.32289225137077504,None,24,,,500,,,0.0,0.0,0.8154056616241266,,,
R1,Composite,0.9983573704169597,0.9876812864580407,0.9991438012354502,0.993500781090426,0.4782512403470872,36,36,36.0,72.0,500,0.25087015596136897,3.85774172984373e-05,20.00287843631486,2.058834666492806,1.4437334565574824,,,
R2,Seasonal,0.701080100018356,0.9771878644090733,0.9282603440477702,0.9986319957314216,0.9414616879950796,36,36,36.0,72.0,500,0.0,0.0,25.041121121527617,7.030246827704544,0.9582981403845962,,,
R3,Stationary_WN,0.08890142931300049,0.09818249610574248,0.37216063812213607,0.2667506890536653,0.3344578606447737,None,4,,,500,0.0,0.0,0.0,0.0,13.67963208155333,,,
R4,Trending_RandomWalkDrift,0.9934987664184495,0.28825680510981444,0.9997097909819433,0.970880095887862,0.9551043490385658,None,125,,,500,,,0.0,0.0,0.6311626472370261,,,-0.3097660860673051
