True_Regime,Pattern,F_T,F_S,F_I,True_P,Est_P,rand_p1,rand_p2,length,slope,curve,amp1,amp2,noise_std,phi,break_point,drift
R3,Stationary_AR,0.11231519339719809,0.4779880122599063,0.5359967627718152,None,28,,,500,0.0,0.0,0.0,0.0,5.0,0.4300890900783668,,
R4,Trending_MeanShift,0.9998612228252172,0.999450154463214,0.0,None,250,,,500,,,0.0,0.0,0.526896388576857,,250.0,
R1,Composite,0.9999487217302694,0.9976091398081565,0.9774679198044993,24,24,24.0,48.0,500,-0.3685392909446389,-1.9967467467765144e-05,10.99346129308494,6.752128359076547,0.5597815754453311,,,
R2,Seasonal,0.6135274450014073,0.9899041601350064,0.7436260193220836,24,24,24.0,48.0,500,0.0,0.0,18.585779006019038,5.417209756048262,1.946338933815126,,,
R3,Stationary_AR,0.02967891414882351,0.7698337373851146,0.7437489128078972,None,125,,,500,0.0,0.0,0.0,0.0,5.0,0.6748785951549405,,
R4,Trending_MeanShift,0.998323270459104,0.9936188467931825,0.0,None,250,,,500,,,0.0,0.0,0.9057521239542325,,250.0,
R1,Composite,0.9997029884184719,0.9991694952185783,0.9394524370949642,36,36,36.0,72.0,500,0.2026101519611373,-2.6740688930603908e-05,22.965826604298375,5.007870199250123,0.6866062176620304,,,
R2,Seasonal,0.8023533351192317,0.986278350381597,0.8593488245685041,36,36,36.0,72.0,500,0.0,0.0,12.17423478553965,6.317099830014707,1.564257187977987,,,
R3,Stationary_WN,0.5325255650581022,0.12501695811471203,0.28389780500067097,None,2,,,500,0.0,0.0,0.0,0.0,12.29757496135654,,,
R4,Trending_RandomWalkDrift,0.9977170253193876,0.9011618934321404,0.8547191741806576,None,125,,,500,,,0.0,0.0,1.3479750788778988,,,0.16968081345727992
R1,Composite,0.9998824290949143,0.9960585902646744,0.9631221513676775,48,50,48.0,96.0,500,0.30389836821911675,-4.820420811853834e-05,10.242391685342561,5.45282400593852,0.8421436415467373,,,
R2,Seasonal,0.9324107870707681,0.9992570766675108,0.9628644303366373,48,50,48.0,96.0,500,0.0,0.0,29.973451087025605,6.135695520809764,0.8460287651921727,,,
R3,Stationary_AR,0.33270024527507436,0.3948789951076146,0.5734091825101055,None,24,,,500,0.0,0.0,0.0,0.0,5.0,0.48034902308078675,,
R4,Trending_RandomWalkDrift,0.9996818919199812,0.7984734407361561,0.8862447490414753,None,24,,,500,,,0.0,0.0,1.1246555252885504,,,0.3058251764864791
R1,Composite,0.9998740896778893,0.9984284905648358,0.9407884074141222,48,50,48.0,96.0,500,0.3798481004686768,4.3183492504434685e-05,23.896852767760286,5.752703711353701,0.9836897312492104,,,
R2,Seasonal,0.599507596817223,0.9940397030493731,0.8761768036732198,48,50,48.0,96.0,500,0.0,0.0,21.639467160828122,4.876201159213384,1.252675396355313,,,
R3,Stationary_AR,0.230122068338665,0.6616240641941447,0.7856639323901295,None,56,,,500,0.0,0.0,0.0,0.0,5.0,0.6990037752645379,,
R4,Trending_RandomWalkDrift,0.9993220989783413,0.590516388163623,0.830319496059276,None,24,,,500,,,0.0,0.0,1.4288075753949818,,,-0.18328608595051096
R1,Composite,0.9999290805832126,0.9976067935777578,0.971944958338597,12,12,12.0,24.0,500,0.3076718389999622,1.0812761954209016e-05,10.931885736482002,6.355801685407714,0.5608795743930517,,,
R2,Seasonal,0.854213611359533,0.9979071817735327,0.8649687281112035,12,12,12.0,24.0,500,0.0,0.0,29.306348248552837,6.445799872584733,1.4799123680963344,,,
R3,Stationary_WN,0.571389838280112,0.22713238282720893,0.2557013508962457,None,2,,,500,0.0,0.0,0.0,0.0,8.787288650937203,,,
R4,Trending_RandomWalkDrift,0.9991717408208564,0.575272436064612,0.8446384028445303,None,24,,,500,,,0.0,0.0,0.8318833209935661,,,0.24653457696478598
R1,Composite,0.9978577211383329,0.9959812755731502,0.8996615865706711,36,36,36.0,72.0,500,0.15814423433755848,-3.7551955508837424e-05,20.415396084154022,7.035252887773346,1.4329298072802312,,,
R2,Seasonal,0.9607641029664384,0.999060197199352,0.9682408642268925,36,36,36.0,72.0,500,0.0,0.0,21.630731185399277,7.007321545482465,0.7087387455081458,,,
R3,Stationary_WN,0.32602780711311063,0.20960443387560823,0.3424867250301499,None,4,,,500,0.0,0.0,0.0,0.0,10.078904280260641,,,
R4,Trending_RandomWalkDrift,0.9934135481296548,0.9288517181412624,0.0,None,250,,,500,,,0.0,0.0,1.2203283013294994,,,0.26906992838464383
R1,Composite,0.9999498302212425,0.9987839145691819,0.9812381619629504,36,36,36.0,72.0,500,0.3913414135866583,1.722430331606119e-05,16.467989346337614,7.944312460240837,0.5688914007191832,,,
R2,Seasonal,0.9831609332234078,0.9993507161242703,0.9861242010587643,36,36,36.0,72.0,500,0.0,0.0,26.80468134730582,11.079152598014861,0.746744799375978,,,
R3,Stationary_WN,0.37986298593729917,0.18896714288124927,0.29207512739400965,None,3,,,500,0.0,0.0,0.0,0.0,5.863821593871329,,,
R4,Trending_ExponentialGrowth,0.9989338642742908,0.3378826715086394,0.3675503888765246,None,24,,,500,,,0.0,0.0,0.7836166085127636,,,
R1,Composite,0.9995249268912026,0.9959716118914498,0.8026739079565649,48,100,48.0,96.0,500,-0.19914480233528836,4.1823021911060744e-05,9.96990187379727,7.410211248296993,0.654995428396812,,,
R2,Seasonal,0.9860759114462521,0.9984616824580926,0.9885232164664524,48,50,48.0,96.0,500,0.0,0.0,16.11458661271109,10.131781365708848,0.6879260222003687,,,
R3,Stationary_WN,0.38236639484565416,0.2601049428931933,0.3311192395373066,None,4,,,500,0.0,0.0,0.0,0.0,10.339289699575355,,,
R4,Trending_RandomWalkDrift,0.9992781520028166,0.5532397422805856,0.8479777158356169,None,24,,,500,,,0.0,0.0,0.6040894883982337,,,0.28692144845618783
R1,Composite,0.9997281707543415,0.9982602349633029,0.9355102026821766,12,12,12.0,24.0,500,0.2765778445340863,-1.4324546302376336e-05,21.75353222307339,6.813823034249569,1.0071421952334765,,,
R2,Seasonal,0.7879371824337524,0.9972493918797817,0.8078442724929397,12,12,12.0,24.0,500,0.0,0.0,25.558910747580022,5.053928208567122,1.274636399146568,,,
R3,Stationary_WN,0.4816891192641727,0.14644014778207304,0.26177482967080756,None,2,,,500,0.0,0.0,0.0,0.0,13.956528458560607,,,
R4,Trending_RandomWalkDrift,0.9995209049022742,0.628394965323153,0.8873724829311532,None,24,,,500,,,0.0,0.0,0.5679705361895528,,,-0.34412733257038824
R1,Composite,0.9985015943382335,0.9983103995500819,0.958941382975858,48,50,48.0,96.0,500,0.12077814289907587,-4.9437610791125476e-05,19.81972902174627,6.383757002722797,0.8293003356520461,,,
R2,Seasonal,0.9182021094159474,0.9978524269979854,0.9454994979906436,48,50,48.0,96.0,500,0.0,0.0,16.269927402195606,5.004319866274592,0.7180222191469174,,,
R3,Stationary_WN,0.5171756909629488,0.13705314153883252,0.2634336590448183,None,2,,,500,0.0,0.0,0.0,0.0,11.315839895159922,,,
R4,Trending_MeanShift,0.9974590516793324,0.9910059553929688,0.0,None,250,,,500,,,0.0,0.0,0.823667320439421,,250.0,
R1,Composite,0.9993214275839788,0.9955922593031787,0.9396688266136214,36,36,36.0,72.0,500,-0.17418484442889187,-4.4315189768250164e-05,15.96187262288121,7.727993235901974,1.158088800290987,,,
R2,Seasonal,0.8107184194866444,0.9898250803192691,0.8630119763028921,36,36,36.0,72.0,500,0.0,0.0,16.834446127986382,7.711299695683973,1.837087472290663,,,
R3,Stationary_AR,0.06728913648709034,0.8161230128785298,0.8319963150058056,None,125,,,500,0.0,0.0,0.0,0.0,5.0,0.6872840512371325,,
R4,Trending_ExponentialGrowth,0.999413088288074,0.37538173786884577,0.323366794151858,None,24,,,500,,,0.0,0.0,0.5737643952182545,,,
R1,Composite,0.9990025754286079,0.9975442271403376,0.9334356409536799,24,24,24.0,48.0,500,-0.10167487287622955,1.4316224335127955e-05,12.08391677028767,4.084898326613002,0.7006660869312317,,,
R2,Seasonal,0.9633192188581836,0.998692206984504,0.9709222479876948,24,24,24.0,48.0,500,0.0,0.0,27.914438134683216,11.16348807425585,1.060039430069507,,,
R3,Stationary_AR,0.4777420562172906,0.6017265253717503,0.7474057953087532,None,19,,,500,0.0,0.0,0.0,0.0,5.0,0.6901017361942731,,
R4,Trending_ExponentialGrowth,0.9961252456654187,0.33551831527384757,0.24801260530600977,None,24,,,500,,,0.0,0.0,1.060437718469113,,,
R1,Composite,0.999938037854478,0.9950732426815414,0.9636803346970195,48,50,48.0,96.0,500,0.3908361873024577,2.641594613637029e-05,9.560602700181224,5.864589688749518,0.7031352999643907,,,
R2,Seasonal,0.9645660000193668,0.9980939484780049,0.9730530562425606,48,50,48.0,96.0,500,0.0,0.0,20.8721733110283,9.109533863104371,0.8872989360773031,,,
R3,Stationary_AR,0.1267255050539179,0.4632081279488618,0.5402621510922023,None,28,,,500,0.0,0.0,0.0,0.0,5.0,0.40983461423218864,,
R4,Trending_ExponentialGrowth,0.9972357671597449,0.4066053562259586,0.29352443074940804,None,24,,,500,,,0.0,0.0,0.8325554229844241,,,
R1,Composite,0.9999167645057442,0.9989497449682749,0.7186841243987605,12,12,12.0,24.0,500,-0.3998257229359521,-2.3195567074631123e-05,23.569720171924665,2.057770542987535,0.7889407285220292,,,
R2,Seasonal,0.9244282818736912,0.9992350860945479,0.9205977722150687,12,12,12.0,24.0,500,0.0,0.0,29.969013028150012,5.600636748324215,0.8658268799700185,,,
R3,Stationary_WN,0.40036092962588676,0.36221189177052837,0.41428840425574387,None,3,,,500,0.0,0.0,0.0,0.0,10.947203526093942,,,
R4,Trending_RandomWalkDrift,0.9991802816163151,0.6598914062459154,0.8438526664254826,None,24,,,500,,,0.0,0.0,1.052548491861153,,,-0.1769968340145546
R1,Composite,0.9998967822181611,0.9995712438876605,0.9148844537177265,36,36,36.0,72.0,500,0.20947044580781884,1.8982789337882114e-05,21.856797988032646,2.6963566579186136,0.5187313943780975,,,
R2,Seasonal,0.8967251267210931,0.9964190680551569,0.9195156490940612,36,36,36.0,72.0,500,0.0,0.0,16.334489916228968,6.233519533644858,1.0465956481677183,,,
R3,Stationary_AR,0.43023701655005464,0.47915135173422074,0.6795959772337197,None,16,,,500,0.0,0.0,0.0,0.0,5.0,0.611804804068955,,
R4,Trending_ExponentialGrowth,0.999419656739769,0.45560790365495696,0.4026754062991984,None,24,,,500,,,0.0,0.0,0.8523760943168126,,,
R1,Composite,0.9982815827697237,0.9957103457630366,0.6025337284866956,12,12,12.0,24.0,500,0.1257240679192939,2.6982598586694114e-05,18.13875712339223,2.3204115273002826,1.2388262242378112,,,
R2,Seasonal,0.7540417576593331,0.9961520137371533,0.7776829832824084,12,12,12.0,24.0,500,0.0,0.0,22.31641071115316,4.6879331467913214,1.5340442708731445,,,
R3,Stationary_AR,0.16898121648531894,0.5694619031930941,0.6368281404127991,None,50,,,500,0.0,0.0,0.0,0.0,5.0,0.5659816925859472,,
R4,Trending_MeanShift,0.999991517235133,0.9999660522006721,0.15792000849654542,None,250,,,500,,,0.0,0.0,0.5497468224015492,,250.0,
R1,Composite,0.9999041480476053,0.9982517385171353,0.9577752183493317,36,36,36.0,72.0,500,-0.38805794970753027,4.0236048669329985e-05,17.607624053515853,6.609624679208207,0.7885023925607451,,,
R2,Seasonal,0.8436888705589658,0.9955890507295531,0.8803866062372558,36,36,36.0,72.0,500,0.0,0.0,21.16086436681881,6.971757910203107,1.602530127361491,,,
R3,Stationary_WN,0.46496669536739943,0.07653136761896362,0.22491730508802943,None,2,,,500,0.0,0.0,0.0,0.0,13.65090426100416,,,
R4,Trending_ExponentialGrowth,0.9829990597713241,0.35784864482497436,0.3800804479773958,None,24,,,500,,,0.0,0.0,0.9454611538682801,,,
R1,Composite,0.9979155564795678,0.9965896230972567,0.8393064343140872,36,36,36.0,72.0,500,-0.11369834365534923,-3.706130253094111e-05,21.368473386372134,5.179962473647771,1.4261727351144866,,,
R2,Seasonal,0.963483934585938,0.9984011831907036,0.9706945431927736,36,36,36.0,72.0,500,0.0,0.0,21.40624687835517,9.276743980364774,0.9469381048566285,,,
R3,Stationary_WN,0.48853457492042673,0.22058195280002013,0.39550838604314664,None,3,,,500,0.0,0.0,0.0,0.0,11.429687983636859,,,
R4,Trending_RandomWalkDrift,0.9236992842072164,0.0,0.0,None,250,,,500,,,0.0,0.0,1.4062710781399255,,,-0.2641791328231131
R1,Composite,0.9991331617891074,0.9974010468316041,0.9008892826884023,48,50,48.0,96.0,500,-0.1742278590479261,-1.722048766642708e-05,21.900109392347243,4.844773340770957,1.1238107643167532,,,
R2,Seasonal,0.8822983265257178,0.9887976114553093,0.9101552733380025,48,50,48.0,96.0,500,0.0,0.0,16.290192430363863,8.976741638065835,1.8557013731690093,,,
R3,Stationary_WN,0.03809557296811872,0.38594771511869164,0.3773265469053384,None,25,,,500,0.0,0.0,0.0,0.0,11.783886077831683,,,
R4,Trending_ExponentialGrowth,0.9998594692714626,0.5051412501238567,0.5835242829742144,None,24,,,500,,,0.0,0.0,0.5020714291854076,,,
R1,Composite,0.9992868903142317,0.992339337832458,0.7632999477546495,24,24,24.0,48.0,500,-0.1628189855618955,4.296714053931e-05,8.639784390036883,2.2514474239159474,0.7698261533410784,,,
R2,Seasonal,0.9753042992416044,0.9979887608669511,0.9806895378185944,24,24,24.0,48.0,500,0.0,0.0,18.6532202211761,11.414751230659848,0.9582677827894132,,,
R3,Stationary_AR,0.21076438283255583,0.5373973232963903,0.5006588655982178,None,29,,,500,0.0,0.0,0.0,0.0,5.0,0.4806612196402219,,
R4,Trending_RandomWalkDrift,0.9509793963318421,0.7181567869912892,0.051873853904473965,None,167,,,500,,,0.0,0.0,1.2454631339734643,,,0.15048202551848805
R1,Composite,0.9996809426331551,0.9937973106233974,0.9275399806735422,24,24,24.0,48.0,500,-0.3009611094845024,-3.374448540533819e-05,14.398266117759285,7.335638538282319,1.297677298351143,,,
R2,Seasonal,0.9729204758798965,0.9990778035614379,0.978711467243174,24,24,24.0,48.0,500,0.0,0.0,20.630103336210173,8.098957115293722,0.7661886970552398,,,
R3,Stationary_AR,0.2944907064737916,0.5550167150851645,0.6563405833820546,None,56,,,500,0.0,0.0,0.0,0.0,5.0,0.6530198850562676,,
R4,Trending_MeanShift,0.9997471801208976,0.9989925326161446,0.0,None,250,,,500,,,0.0,0.0,1.0618501754971414,,250.0,
R1,Composite,0.9989416671748044,0.9958694293075301,0.9256864708179532,48,50,48.0,96.0,500,0.1255607504037632,4.16142193816584e-05,16.072164365180033,5.6995657054867035,0.9983841142400973,,,
R2,Seasonal,0.9101407549846483,0.9936655791908653,0.9314293842179977,48,50,48.0,96.0,500,0.0,0.0,22.767977573028663,11.27118769766993,1.8546979444263008,,,
R3,Stationary_AR,0.25992679437534305,0.5184757011982046,0.5541868480384589,None,16,,,500,0.0,0.0,0.0,0.0,5.0,0.5105571330737451,,
R4,Trending_MeanShift,0.999773710106914,0.9990613627966991,0.0,None,250,,,500,,,0.0,0.0,0.5268663217833995,,250.0,
R1,Composite,0.999541628665748,0.9960131133074895,0.9650455222329652,48,50,48.0,96.0,500,-0.18642570905826594,2.610630150723624e-05,12.15194670727491,6.847530108622473,0.8048048699625444,,,
R2,Seasonal,0.9648428503554553,0.9987498408504242,0.9743430034501501,48,50,48.0,96.0,500,0.0,0.0,29.653585854631647,10.668036920976634,1.0439979462152182,,,
R3,Stationary_AR,0.11389263268806338,0.5449797064224393,0.6914122036637844,None,36,,,500,0.0,0.0,0.0,0.0,5.0,0.5158277806910729,,
R4,Trending_RandomWalkDrift,0.9997219110552281,0.7601165601536806,0.9107896518151809,None,24,,,500,,,0.0,0.0,1.2070217834783625,,,0.44995766131794723
R1,Composite,0.9996428784979821,0.9963399266942539,0.8761636024738243,36,36,36.0,72.0,500,0.17125648082281347,-2.894175817030895e-05,9.933893119888449,2.7722025032438866,0.646357182693413,,,
R2,Seasonal,0.9195925067178731,0.9977682861104743,0.936167646202036,36,36,36.0,72.0,500,0.0,0.0,24.617538682162014,8.514330703764758,1.4940912753930136,,,
R3,Stationary_AR,0.35958086232077113,0.49380761889949787,0.5646898769040749,None,25,,,500,0.0,0.0,0.0,0.0,5.0,0.542076499623861,,
R4,Trending_ExponentialGrowth,0.9954025175939376,0.37005077822786414,0.38196527860972473,None,24,,,500,,,0.0,0.0,1.0084817399913826,,,
R1,Composite,0.9992721335331836,0.9883396215709654,0.8745810940616581,36,36,36.0,72.0,500,-0.240769308417617,-1.2106442518520827e-05,12.372233969004984,5.816485188931084,1.266908592707222,,,
R2,Seasonal,0.944276757911345,0.9967381280291808,0.9538018457566979,36,36,36.0,72.0,500,0.0,0.0,23.272994353576507,11.531475922760464,1.373411255397399,,,
R3,Stationary_AR,0.13417205996949721,0.5300461968116186,0.7076893010741127,None,31,,,500,0.0,0.0,0.0,0.0,5.0,0.6575681683784776,,
R4,Trending_ExponentialGrowth,0.9954986506498246,0.3705310031127408,0.23760970816823646,None,24,,,500,,,0.0,0.0,1.1313787077114243,,,
R1,Composite,0.9998485298315478,0.9978946206112705,0.8406098573328991,24,24,24.0,48.0,500,-0.31454405458339607,3.6826747979040646e-05,15.979460571350796,2.852654200709491,0.8319197949492296,,,
R2,Seasonal,0.7754517195107675,0.9961606762773539,0.8438085060727658,24,24,24.0,48.0,500,0.0,0.0,24.719653764054566,6.282511174770184,1.5608917166984047,,,
R3,Stationary_AR,0.2742342442459408,0.47181648803050213,0.5389306273446515,None,19,,,500,0.0,0.0,0.0,0.0,5.0,0.484393804789998,,
R4,Trending_ExponentialGrowth,0.9993547100570107,0.2870772343673954,0.36650525694619907,None,24,,,500,,,0.0,0.0,0.665752231993488,,,
R1,Composite,0.9999344956183049,0.9989833099755164,0.9183683332102722,48,50,48.0,96.0,500,0.3919787848566515,-1.0025355952561391e-05,20.717367824355513,2.848314146553172,0.5330910138324295,,,
R2,Seasonal,0.9796923329038678,0.9977034307150715,0.9833733680330242,48,50,48.0,96.0,500,0.0,0.0,17.861418117012978,11.503419809769575,0.944749816390873,,,
R3,Stationary_AR,0.0,0.1538544284788803,0.0,None,250,,,500,0.0,0.0,0.0,0.0,5.0,0.4529197530023563,,
R4,Trending_ExponentialGrowth,0.9995901087739416,0.3505331001959965,0.3495171125884913,None,24,,,500,,,0.0,0.0,0.6798830203210591,,,
R1,Composite,0.9987762056573537,0.9970004349621928,0.9081935246574208,24,24,24.0,48.0,500,-0.14538570017849917,2.8424376955246955e-05,16.907956930276875,5.3452070137172925,0.9895280660706053,,,
R2,Seasonal,0.8876178176249166,0.9972431290291756,0.9175789273102474,24,24,24.0,48.0,500,0.0,0.0,14.109503522685657,4.602910388002553,0.8510335571889578,,,
R3,Stationary_WN,0.21729916131596005,0.2942997095685067,0.2350895288706557,None,6,,,500,0.0,0.0,0.0,0.0,10.345044590577249,,,
R4,Trending_RandomWalkDrift,0.9846606388977015,0.825977343140617,0.6639844229612376,None,250,,,500,,,0.0,0.0,0.7307498032195263,,,-0.25674460248918624
R1,Composite,0.9996071165268176,0.9966162451419253,0.9314298111006547,24,24,24.0,48.0,500,0.2110037780685458,2.5075512936152265e-05,15.279355422114797,6.000819037325357,1.0026122805793238,,,
R2,Seasonal,0.9710925322527076,0.9988885239605615,0.9776877958272999,24,24,24.0,48.0,500,0.0,0.0,21.90371943110513,9.156470255520155,0.8551004078197442,,,
R3,Stationary_AR,0.5274754268952979,0.46282023024576313,0.5756176634197727,None,12,,,500,0.0,0.0,0.0,0.0,5.0,0.653174464041402,,
R4,Trending_RandomWalkDrift,0.32258061693679185,0.13314417267347023,0.0,None,250,,,500,,,0.0,0.0,1.0274627261599,,,-0.28747518548644313
R1,Composite,0.9997170431754746,0.9965825704766019,0.8431830079831729,24,24,24.0,48.0,500,0.3076926037984174,2.950330519992392e-05,18.63623905233498,4.349143659638627,1.1631017408299618,,,
R2,Seasonal,0.6262316438816921,0.9958062717408263,0.7633555804755879,24,24,24.0,48.0,500,0.0,0.0,26.019643674824678,5.002310221931458,1.69028701027626,,,
R3,Stationary_WN,0.4069442192901045,0.20542882686866892,0.3482518243339864,None,3,,,500,0.0,0.0,0.0,0.0,12.873740575930894,,,
R4,Trending_RandomWalkDrift,0.9998617163869717,0.7818250105142841,0.8988971265382337,None,24,,,500,,,0.0,0.0,0.8204534792930376,,,-0.34207920690869714
R1,Composite,0.9998436626389772,0.9961957071077262,0.9432431322754651,12,12,12.0,24.0,500,-0.3051365261414771,-2.6270024808098058e-05,13.03645786799014,6.602222200037263,0.8164526078599004,,,
R2,Seasonal,0.7471252015637315,0.9935969482427887,0.7746176329373091,12,12,12.0,24.0,500,0.0,0.0,22.356267384253158,5.99641133866644,1.8302217825714524,,,
R3,Stationary_AR,0.12517777113119577,0.5059900220903227,0.6330564560271927,None,38,,,500,0.0,0.0,0.0,0.0,5.0,0.5026452154049839,,
R4,Trending_RandomWalkDrift,0.7097497583385689,0.0,0.0,None,167,,,500,,,0.0,0.0,0.5663854035804695,,,-0.3638869844239644
R1,Composite,0.9997842933051446,0.995313794151327,0.7655415431234535,12,12,12.0,24.0,500,-0.38963765638010206,1.560174854347482e-05,16.579667281359097,3.4643091109031063,1.2064132238696432,,,
R2,Seasonal,0.9609975367089437,0.9989377225463039,0.9582967944315477,12,12,12.0,24.0,500,0.0,0.0,28.954904136451816,8.955052212608063,1.063927229022463,,,
